studentusi,personaltitleprefix,firstname,middlename,lastsurname,generationcodesuffix,maidenname,birthdate,birthcity,birthstateabbreviationdescriptorid,birthinternationalprovince,birthcountrydescriptorid,dateenteredus,multiplebirthstatus,birthsexdescriptorid,citizenshipstatusdescriptorid,personid,sourcesystemdescriptorid,studentuniqueid,discriminator,createdate,lastmodifieddate,id,changeversion
"401","Mr","Larry",,"Chapman",,,"2003-01-03",,,,,,,,,,,"605221","NULL","2020-11-13 14:16:03.312641","2020-11-13 14:16:03.312581","84e12ead-ddc2-41d1-aed7-c411fd367505","11236"
"407","Mr","Jaime",,"Conner",,,"1996-04-22",,,,,,,,,,,"605227","NULL","2020-11-13 14:16:03.323712","2020-11-13 14:16:03.323666","da9411b0-5bb7-4902-81a2-2bcdc99ced38","11242"
"411","Mrs","Alejandra",,"Walls",,,"2002-07-25",,,,,,,,,,,"605231","NULL","2020-11-13 14:16:03.332408","2020-11-13 14:16:03.332392","d19d04bf-38db-407a-af85-e5c2aa91e922","11246"
"414","Mrs","Jill",,"Stanton",,,"2002-04-12",,,,,,,,,,,"605233","NULL","2020-11-13 14:16:03.342434","2020-11-13 14:16:03.342371","b0201c68-cac2-4369-8c27-e45e8ea9f16b","11249"
"417","Mr","Roger","Ross","Hopkins",,,"2002-12-04",,,,,,,,,,,"605237","NULL","2020-11-13 14:16:03.350757","2020-11-13 14:16:03.350689","147cb8ed-cac4-4837-9015-7c87b64b2653","11252"
"421","Mrs","Randi",,"Jackson",,,"2005-12-21",,,,,,,,,,,"605243","NULL","2020-11-13 14:16:03.811051","2020-11-13 14:16:03.810982","a006e487-891a-45d1-8680-0c797bb505d5","11256"
"426","Mrs","Dora","Sophia","Montgomery",,,"1998-11-29",,,,,,,,,,,"605246","NULL","2020-11-13 14:16:03.821173","2020-11-13 14:16:03.821127","4017ab87-e5a1-4af4-a404-a10e5a54980c","11261"
"428","Mr","Don","Russell","Warner",,,"1995-07-28",,,,,,,,,,,"605248","NULL","2020-11-13 14:16:03.827339","2020-11-13 14:16:03.827289","d71e55c3-8699-49b7-97c9-d63f2ffb44ae","11263"
"430","Ms","Dawn","Sheree","Ware",,,"1996-09-16",,,,,,,,,,,"605250","NULL","2020-11-13 14:16:03.829943","2020-11-13 14:16:03.829913","ad0c5214-2f97-461f-b993-0498f7301e65","11265"
"432","Ms","Holly","Audra","Vasquez",,,"1998-07-25",,,,,,,,,,,"605252","NULL","2020-11-13 14:16:03.836420","2020-11-13 14:16:03.836369","e2a2ec82-0a66-46a1-852f-5f0dec0b01a1","11267"
"433","Mrs","Debbie",,"White",,,"1995-06-13",,,,,,,,,,,"605253","NULL","2020-11-13 14:16:03.839996","2020-11-13 14:16:03.839751","6b22a08a-bea4-4ca8-a509-2a4b2bf69fa7","11268"
"436","Mr","Wesley",,"Marquez",,,"2004-02-06",,,,,,,,,,,"605256","NULL","2020-11-13 14:16:03.845497","2020-11-13 14:16:03.845049","07c5e6ee-07da-4277-91ee-1f16ef01c575","11271"
"437","Ms","Heidi","Jeannine","Carney",,,"1997-12-17",,,,,,,,,,,"605257","NULL","2020-11-13 14:16:03.848740","2020-11-13 14:16:03.848702","188427b8-6be3-4225-bc81-7297bb42d1dc","11272"
"442","Mrs","Whitney","Darcy","Ryan",,,"1997-04-25",,,,,,,,,,,"605262","NULL","2020-11-13 14:16:03.858588","2020-11-13 14:16:03.858268","fb9c0628-ae7d-4f02-b26f-ac4654754bf0","11277"
"444","Ms","Kelly",,"Gould",,,"2002-08-25",,,,,,,,,,,"605264","NULL","2020-11-13 14:16:03.863616","2020-11-13 14:16:03.863430","0149f1f9-06b2-4e14-86c9-6bb3231f5a74","11279"
"445","Dr","Jesse",,"Gordon",,,"1996-10-10",,,,,,,,,,,"605265","NULL","2020-11-13 14:16:03.866337","2020-11-13 14:16:03.866256","14335c10-ddd8-4361-8104-f49d3613d599","11280"
"449","Mr","Kyle","Lester","Serrano",,,"2004-11-25",,,,,,,,,,,"605269","NULL","2020-11-13 14:16:03.875293","2020-11-13 14:16:03.875247","4d226801-4e0a-4613-9dba-cd6e8847fe6e","11284"
"452","Mr","Eddie","Isaac","Reese",,,"1996-03-05",,,,,,,,,,,"605272","NULL","2020-11-13 14:16:03.880435","2020-11-13 14:16:03.880399","86042037-ec0f-4cc3-b105-5f02c87a8b7c","11287"
"453","Ms","Jerri",,"Blackburn",,,"1995-12-19",,,,,,,,,,,"605273","NULL","2020-11-13 14:16:03.883707","2020-11-13 14:16:03.883658","d0de9116-3684-4512-b5a9-2c3a3656918e","11288"
"458","Mrs","Stephanie","Lora","Marshall",,,"2005-06-05",,,,,,,,,,,"605278","NULL","2020-11-13 14:16:04.127842","2020-11-13 14:16:04.127712","dd0e8fec-daf7-4bd3-8da7-2d9c54d22493","11293"
"461","Mr","Sidney","Angel","Stout",,,"2000-12-26",,,,,,,,,,,"605282","NULL","2020-11-13 14:16:04.138541","2020-11-13 14:16:04.138470","75832f0d-cd6f-4744-a0e8-f6eef6abf297","11296"
"466","Mrs","Sonja","Esmeralda","Matthews",,,"2005-05-23",,,,,,,,,,,"605286","NULL","2020-11-13 14:16:04.150106","2020-11-13 14:16:04.150031","8067c2c8-280e-464d-9ac1-f543a7ed8d4b","11301"
"469","Mr","Brett","Alex","Fuentes",,,"2003-03-10",,,,,,,,,,,"605289","NULL","2020-11-13 14:16:04.159625","2020-11-13 14:16:04.159564","1116b832-ae0b-44eb-9e60-18119c7925e9","11304"
"470","Ms","Irma","Tamara","Phelps",,,"2005-04-05",,,,,,,,,,,"605292","NULL","2020-11-13 14:16:04.175267","2020-11-13 14:16:04.175211","cf30c8df-3ea9-443f-84f2-2fc78dda75f4","11305"
"474","Mr","Jay",,"Bowers",,,"1995-11-12",,,,,,,,,,,"605294","NULL","2020-11-13 14:16:04.184760","2020-11-13 14:16:04.184695","1ed80177-e7f2-4310-94d6-f27d95152769","11309"
"476","Ms","Katy","Dora","Merritt",,,"1996-09-10",,,,,,,,,,,"605297","NULL","2020-11-13 14:16:04.187021","2020-11-13 14:16:04.186984","64299278-57b3-4d72-8e37-738d8f0bf79e","11311"
"479","Mrs","Joni",,"Fuentes",,,"2002-08-13",,,,,,,,,,,"605299","NULL","2020-11-13 14:16:04.195977","2020-11-13 14:16:04.195928","e34797cb-dfa4-4915-8d0d-e6eede747c09","11314"
"483","Dr","Shane","Don","Bridges",,,"1997-03-18",,,,,,,,,,,"605303","NULL","2020-11-13 14:16:04.445428","2020-11-13 14:16:04.445306","c3d68c01-9de4-40ce-bc91-9124333232f3","11318"
"488","Mr","Raul","Fernando","Velez",,,"1995-07-08",,,,,,,,,,,"605308","NULL","2020-11-13 14:16:04.459652","2020-11-13 14:16:04.459544","413c49bb-56a4-40bb-9983-8fca958448b8","11323"
"492","Mr","Christopher","Carl","Burnett",,,"2004-12-30",,,,,,,,,,,"605312","NULL","2020-11-13 14:16:04.469397","2020-11-13 14:16:04.469362","a8da5afb-6ff4-43c4-aad2-46e3833bff41","11327"
"495","Mr","Ronald","Javier","Richards",,,"1998-08-17",,,,,,,,,,,"605315","NULL","2020-11-13 14:16:04.476699","2020-11-13 14:16:04.476599","62e9069d-3b17-4bc7-96f0-be98a2e8abe5","11330"
"497","Mr","Marc","Ian","Richards",,,"1998-08-02",,,,,,,,,,,"605318","NULL","2020-11-13 14:16:04.480217","2020-11-13 14:16:04.480174","4606e159-7350-4024-8037-f7e464a808f9","11332"
"500","Mrs","Rosalie","Jimmie","Weeks",,,"1998-06-12",,,,,,,,,,,"605320","NULL","2020-11-13 14:16:04.486870","2020-11-13 14:16:04.486809","b6bea181-cf6e-45fc-8fdd-9d33e53e612b","11335"
"502","Mr","Jonathan","Jamie","Conner",,,"1996-10-25",,,,,,,,,,,"605322","NULL","2020-11-13 14:16:04.490674","2020-11-13 14:16:04.490612","7ce3e840-d67f-4e71-a7a3-6dbf5c70fb9a","11337"
"504","Mr","Peter",,"Terry",,,"1999-01-12",,,,,,,,,,,"605324","NULL","2020-11-13 14:16:04.496327","2020-11-13 14:16:04.496284","5baf15a2-6722-40c9-bf41-8d2e139949d3","11339"
"506","Mrs","Felicia","Candice","Hoover",,,"1995-03-02",,,,,,,,,,,"605326","NULL","2020-11-13 14:16:04.500260","2020-11-13 14:16:04.500192","e5b0a6a4-36fa-4d79-9626-a8add3878898","11341"
"388","Mrs","Julia",,"Banks",,,"1996-10-22",,,,,,,,,,,"605208","NULL","2020-11-13 14:16:03.278798","2020-11-13 14:16:03.278760","85e1cfa9-b8be-4f66-b3e4-1598a658f076","11223"
"389","Mr","Jeffrey",,"Bolton",,,"2002-03-10",,,,,,,,,,,"605209","NULL","2020-11-13 14:16:03.282389","2020-11-13 14:16:03.282243","a2280686-8407-4858-a459-8e43b7c1014e","11224"
"392","Mr","Allan","Tyrone","Sims",,,"1994-02-23",,,,,,,,,,,"605212","NULL","2020-11-13 14:16:03.289779","2020-11-13 14:16:03.289610","28769e21-c85c-4957-a7b4-929c46abe928","11227"
"393","Mr","Lance","Leslie","Key",,,"1999-08-23",,,,,,,,,,,"605213","NULL","2020-11-13 14:16:03.293921","2020-11-13 14:16:03.293571","214a3597-cdfa-4c98-987a-db95c965d301","11228"
"396","Ms","Tabitha","Janine","Durham",,,"1994-09-13",,,,,,,,,,,"605216","NULL","2020-11-13 14:16:03.300777","2020-11-13 14:16:03.300544","92337209-e6a0-4f85-8b83-de6b55bd6a99","11231"
"399","Mr","Milton",,"Chandler",,,"2002-03-01",,,,,,,,,,,"605219","NULL","2020-11-13 14:16:03.305342","2020-11-13 14:16:03.305218","f59720cd-d706-4f10-8e90-6206f7ab4ffc","11234"
"400","Ms","Christina",,"Hines",,,"1998-01-25",,,,,,,,,,,"605220","NULL","2020-11-13 14:16:03.311833","2020-11-13 14:16:03.311723","c8cd6d82-7bc5-4e92-8ef9-a582407bb922","11235"
"406","Mr","Keith","Max","Quinn",,,"1998-05-28",,,,,,,,,,,"605226","NULL","2020-11-13 14:16:03.321959","2020-11-13 14:16:03.321890","d4ec3d43-b841-440c-b158-1f304d043dd9","11241"
"408","Mrs","Juanita","Luz","Orr",,,"1995-11-05",,,,,,,,,,,"605229","NULL","2020-11-13 14:16:03.330859","2020-11-13 14:16:03.330794","5c8375d9-4572-49e5-973c-f12f7047df11","11243"
"412","Mr","Tim",,"Krueger",,,"2000-04-01",,,,,,,,,,,"605232","NULL","2020-11-13 14:16:03.341329","2020-11-13 14:16:03.341241","b980b5c0-4409-4dcb-89a1-317a35d93431","11247"
"418","Mr","Clifton",,"Brady",,,"2004-03-12",,,,,,,,,,,"605239","NULL","2020-11-13 14:16:03.352491","2020-11-13 14:16:03.352450","7c720d09-7080-49d8-94a5-8746646c09be","11253"
"420","Mr","Richard",,"Duran",,,"1995-06-04",,,,,,,,,,,"605240","NULL","2020-11-13 14:16:03.807988","2020-11-13 14:16:03.807841","2ca6d2d8-0662-41f4-bc1c-19d4d1aec960","11255"
"424","Mr","Ian",,"Hanna",,,"1999-06-04",,,,,,,,,,,"605244","NULL","2020-11-13 14:16:03.818944","2020-11-13 14:16:03.818855","3b0087c8-077c-4a84-9cf7-b1c8f1df07fe","11259"
"431","Ms","Martha","Ann","Poole",,,"1996-12-06",,,,,,,,,,,"605251","NULL","2020-11-13 14:16:03.830689","2020-11-13 14:16:03.830650","e2ffcd0b-83d0-4f17-ac53-59d2e75c30d5","11266"
"434","Mrs","Beulah",,"Waters",,,"2005-08-06",,,,,,,,,,,"605254","NULL","2020-11-13 14:16:03.841163","2020-11-13 14:16:03.841130","f2041b85-e094-4e92-a11d-77a8a8b9da90","11269"
"438","Mrs","Juanita","Veronica","Carney",,,"2000-11-17",,,,,,,,,,,"605258","NULL","2020-11-13 14:16:03.849892","2020-11-13 14:16:03.849789","5b4f8575-f71e-4926-bd00-4a868dbb6403","11273"
"443","Mr","James","Jorge","Winters",,,"1997-12-30",,,,,,,"2091",,,,"605263","NULL","2020-11-13 14:16:03.860426","2020-11-13 14:16:03.860343","fc7e9003-9ad4-4ec5-9a03-ed10fc12666a","11278"
"446","Ms","Evelyn","Helene","Matthews",,,"1995-02-09",,,,,,,,,,,"605266","NULL","2020-11-13 14:16:03.867179","2020-11-13 14:16:03.866991","7705e8c2-0db2-47f2-be4b-b6da639fce44","11281"
"448","Mr","Fred",,"Torres","II",,"1999-03-19",,,,,,,,,,,"605268","NULL","2020-11-13 14:16:03.871923","2020-11-13 14:16:03.871865","4949cd2d-ec1e-48af-8274-4ab441e28b61","11283"
"450","Ms","Christian","Marlene","Stout",,,"2002-08-15",,,,,,,,,,,"605270","NULL","2020-11-13 14:16:03.875515","2020-11-13 14:16:03.875485","309501e0-6964-4262-abc5-b6b67bfee3c8","11285"
"454","Ms","Penelope",,"Roman",,,"1996-02-19",,,,,,,,,,,"605274","NULL","2020-11-13 14:16:03.884772","2020-11-13 14:16:03.884736","b1d38004-0d42-4777-a489-478f0cf35b80","11289"
"457","Mrs","Ericka",,"Stanley",,,"2005-10-14",,,,,,,,,,,"605277","NULL","2020-11-13 14:16:04.127867","2020-11-13 14:16:04.127745","e8cc9134-918a-48fe-8a67-e9712e5d456f","11292"
"462","Mr","Ray",,"Hines",,,"2003-11-25",,,,,,,,,,,"605281","NULL","2020-11-13 14:16:04.138578","2020-11-13 14:16:04.138524","b325fae0-a60c-4028-858d-7cd9162470f7","11297"
"467","Mr","Terry",,"Butler",,,"1994-02-08",,,,,,,,,,,"605287","NULL","2020-11-13 14:16:04.151100","2020-11-13 14:16:04.151050","05e54460-ecf9-460a-815c-74510e4ec0ea","11302"
"472","Mr","Mario","Craig","Duncan",,,"2004-04-20",,,,,,,,,,,"605290","NULL","2020-11-13 14:16:04.175411","2020-11-13 14:16:04.175349","b8617719-5018-41e1-b76c-fd7cd18d5048","11307"
"475","Mr","Duane",,"Cabrera",,,"2004-03-06",,,,,,,,,,,"605295","NULL","2020-11-13 14:16:04.185737","2020-11-13 14:16:04.185678","9d251ed7-71f5-4eec-b1f6-d201ae38e4ce","11310"
"480","Mrs","Cathy","Jessie","Pierce",,,"2002-09-17",,,,,,,,,,,"605300","NULL","2020-11-13 14:16:04.196130","2020-11-13 14:16:04.196081","0cb30217-fb33-4be9-9ee5-9199b34cb934","11315"
"484","Mr","Oscar",,"Mooney",,,"1999-10-12",,,,,,,,,,,"605305","NULL","2020-11-13 14:16:04.445574","2020-11-13 14:16:04.445513","784f97e8-e580-4d64-b772-3bf857cae7a6","11319"
"489","Mr","Rene",,"Terrell",,,"1997-01-01",,,,,,,,,,,"605309","NULL","2020-11-13 14:16:04.459932","2020-11-13 14:16:04.459830","2010b921-7f0d-40c9-9280-dea4d243e62c","11324"
"493","Mrs","Laura","Jan","Mahoney",,,"1995-04-17",,,,,,,,,,,"605313","NULL","2020-11-13 14:16:04.470458","2020-11-13 14:16:04.470401","b3797148-75b8-4483-9bc1-a780ec67dcf0","11328"
"498","Mr","Norman","Albert","Black",,,"1997-12-06",,,,,,,,,,,"605317","NULL","2020-11-13 14:16:04.480376","2020-11-13 14:16:04.480331","c46f2bff-1510-478a-89d3-ee757160c854","11333"
"501","Mr","Arnold",,"Atkinson",,,"2003-03-22",,,,,,,,,,,"605321","NULL","2020-11-13 14:16:04.488834","2020-11-13 14:16:04.488787","b6587ab6-226f-4475-a83f-3f2e2cd28b2b","11336"
"503","Mr","Jeffery","Daryl","Buchanan",,,"2005-09-01",,,,,,,,,,,"605323","NULL","2020-11-13 14:16:04.495943","2020-11-13 14:16:04.495900","2339c7b1-81bf-4bdd-b589-0243de43b63b","11338"
"508","Ms","Lillian","Shana","Ellison",,,"1997-09-09",,,,,,,,,,,"605328","NULL","2020-11-13 14:16:04.506012","2020-11-13 14:16:04.505950","c0ad1fc0-71b0-47a4-bd76-fe0c07fc7bdf","11343"
"513","Mr","Norman",,"Montes",,,"1997-06-08",,,,,,,,,,,"605334","NULL","2020-11-13 14:16:04.517386","2020-11-13 14:16:04.517350","5ee4cae5-a2ff-4838-bdd2-f4120658558e","11348"
"515","Ms","Kellie","Rachel","Andrews",,,"1994-08-31",,,,,,,,,,,"605335","NULL","2020-11-13 14:16:04.525145","2020-11-13 14:16:04.525033","c1f4c7b2-b8c4-48bc-9bc3-11265a4ca959","11350"
"520","Mr","Dwight",,"Edwards",,,"1997-10-10",,,,,,,,,,,"605339","NULL","2020-11-13 14:16:04.534782","2020-11-13 14:16:04.534735","6b55793b-816b-4f34-a695-e392b7ec5574","11355"
"523","Mr","Charlie",,"Brewer",,,"2000-07-04",,,,,,,,,,,"605343","NULL","2020-11-13 14:16:04.544244","2020-11-13 14:16:04.544173","5be09393-7620-44a1-aeb6-b01ba70a3df2","11358"
"526","Mr","Theodore","Jeffrey","Velazquez",,,"1997-06-28",,,,,,,,,,,"605346","NULL","2020-11-13 14:16:04.546688","2020-11-13 14:16:04.546636","f311912c-309d-4650-bbf7-0a3bcacc3898","11361"
"529","Ms","Matilda","Ashley","Wilkins",,,"1997-01-30",,,,,,,,,,,"605349","NULL","2020-11-13 14:16:04.556543","2020-11-13 14:16:04.556489","a64b7a7b-aa27-4bbd-9bb8-1ad0eb39c8a4","11364"
"532","Mr","Jacob",,"Montoya",,,"1999-07-09",,,,,,,,,,,"605353","NULL","2020-11-13 14:16:04.566222","2020-11-13 14:16:04.566168","743eba66-d748-4dc8-8400-bbdacd3c8f5f","11367"
"537","Mr","Eddie","Dwight","Mooney",,,"2003-05-04",,,,,,,,,,,"605358","NULL","2020-11-13 14:16:04.576297","2020-11-13 14:16:04.576278","b231b0fd-1e5c-4640-9bde-ffa9f6702f99","11372"
"541","Mrs","Lynnette",,"Madden",,,"2001-06-05",,,,,,,,,,,"605361","NULL","2020-11-13 14:16:04.586212","2020-11-13 14:16:04.586165","b78e0072-a602-4b2f-95d2-a7837e59b3f5","11376"
"546","Mr","Anthony",,"Chung",,,"1998-08-09",,,,,,,,,,,"605366","NULL","2020-11-13 14:16:04.595951","2020-11-13 14:16:04.595919","8a532b7a-7562-4b81-b9e4-2e18f8d0a63b","11381"
"547","Mr","Isaac",,"Mercado",,,"1994-10-19",,,,,,,,,,,"605367","NULL","2020-11-13 14:16:04.604531","2020-11-13 14:16:04.604406","147920c1-f59f-4ae3-8aa0-58bd2baf7b8c","11382"
"551","Mr","Elmer",,"Li",,,"1998-05-08",,,,,,,,,,,"605371","NULL","2020-11-13 14:16:04.613423","2020-11-13 14:16:04.613360","fdf6999c-c070-45c3-b074-b914abb2e3a9","11386"
"554","Mrs","Summer",,"Velasquez",,,"1997-07-09",,,,,,,,,,,"605374","NULL","2020-11-13 14:16:04.616560","2020-11-13 14:16:04.616526","aae5579f-0419-4e77-8d01-cd26a8e21f32","11389"
"562","Ms","Candace","Patricia","Reed",,,"1998-09-17",,,,,,,,,,,"605382","NULL","2020-11-13 14:16:04.636165","2020-11-13 14:16:04.636123","5cb4dbd6-618f-4a3b-98fe-0d3fa40e4034","11397"
"565","Mr","Calvin","Victor","Bowers",,,"2000-05-18",,,,,,,,,,,"605385","NULL","2020-11-13 14:16:04.643940","2020-11-13 14:16:04.643907","05830abb-47e4-4949-a3b6-c2fb7c9c3f47","11400"
"570","Mrs","Iris","Cheri","Whitehead",,,"1997-07-10",,,,,,,,,,,"605389","NULL","2020-11-13 14:16:04.654855","2020-11-13 14:16:04.654798","1dc9efeb-be93-4beb-9baf-b1c550c7f325","11405"
"571","Mr","Troy",,"Choi","Jr",,"1997-02-18",,,,,,,,,,,"605391","NULL","2020-11-13 14:16:04.660549","2020-11-13 14:16:04.660432","7a91ec75-964c-43b5-864d-2b7e02d1750d","11406"
"573","Dr","Julian",,"Tyler",,,"1997-05-04",,,,,,,,,,,"605393","NULL","2020-11-13 14:16:04.663047","2020-11-13 14:16:04.663008","594515c3-96c3-4d66-ac32-7829cd2b31b0","11408"
"575","Mrs","Kris",,"Mc Donald",,,"1999-05-20",,,,,,,,,,,"605395","NULL","2020-11-13 14:16:04.670010","2020-11-13 14:16:04.669957","9814af8e-2cdf-4463-835a-d617dabbcc30","11410"
"578","Ms","Laverne","Gilda","Castro",,,"1994-04-18",,,,,,,,,,,"605398","NULL","2020-11-13 14:16:04.675118","2020-11-13 14:16:04.675066","383b44c3-2671-479c-80d7-97df34972de1","11413"
"580","Ms","Keri",,"Duarte",,,"1995-08-21",,,,,,,,,,,"605400","NULL","2020-11-13 14:16:04.681339","2020-11-13 14:16:04.681294","c64d2f92-f9a5-4744-8ca5-c125763dc5c9","11415"
"589","Mrs","Bridgett","Keri","Mccann",,,"2005-09-26",,,,,,,,,,,"605409","NULL","2020-11-13 14:16:04.703432","2020-11-13 14:16:04.703391","62a38f8a-8c4e-47bf-a8a9-ee48c6e55f66","11424"
"591","Mr","Neil",,"Curry",,,"1996-02-21",,,,,,,,,,,"605411","NULL","2020-11-13 14:16:04.710845","2020-11-13 14:16:04.710796","2737d4b8-3d63-45dd-8c59-9b9111eae6cb","11426"
"600","Mrs","Sylvia",,"Lopez",,,"1998-08-21",,,,,,,,,,,"605420","NULL","2020-11-13 14:16:04.729721","2020-11-13 14:16:04.729675","bc982387-5844-4be6-9ad3-a55d6161420d","11435"
"603","Mr","David","Ryan","Wallace",,,"2005-09-01",,,,,,,,,,,"605423","NULL","2020-11-13 14:16:04.738446","2020-11-13 14:16:04.738397","3f94c8db-6d30-48d3-becf-0167e575acb8","11438"
"606","Mrs","Laura","Tasha","Roach",,,"2004-12-23",,,,,,,,,,,"605426","NULL","2020-11-13 14:16:04.741436","2020-11-13 14:16:04.741402","f3032c43-873b-4492-b9c9-f1396172fa25","11441"
"609","Mr","Calvin","Todd","Ayala",,,"2002-11-14",,,,,,,,,,,"605430","NULL","2020-11-13 14:16:04.750187","2020-11-13 14:16:04.750148","5a68505a-d6d4-4dc5-be9c-0fa534809da2","11444"
"614","Ms","Nicole",,"Yang",,,"1999-02-15",,,,,,,,,,,"605434","NULL","2020-11-13 14:16:04.759464","2020-11-13 14:16:04.759427","be4e814c-0839-4dcc-b9ff-1eb598db640e","11449"
"617","Mr","Dean",,"Anderson",,,"1999-07-15",,,,,,,,,,,"605437","NULL","2020-11-13 14:16:04.767476","2020-11-13 14:16:04.767323","4b4b03b1-22e3-4f81-b388-3623c396337a","11452"
"622","Mr","Wallace","Fred","Shea",,,"2002-12-10",,,,,,,,,,,"605442","NULL","2020-11-13 14:16:04.778098","2020-11-13 14:16:04.778065","ebb58a3e-eab7-45ef-861f-56592b3bb8e0","11457"
"623","Ms","Roxanne","Cecilia","Ortiz",,,"1994-08-30",,,,,,,,,,,"605443","NULL","2020-11-13 14:16:04.785665","2020-11-13 14:16:04.785538","4e78ece4-a39b-4185-863d-ba95e10ff090","11458"
"627","Mr","Terrence","Victor","Davidson",,,"1997-11-17",,,,,,,,,,,"605447","NULL","2020-11-13 14:16:04.795241","2020-11-13 14:16:04.795197","9bdad27a-26b1-465b-b608-0bc1d59d2c0f","11462"
"634","Mrs","Laura",,"Jensen",,,"2001-08-08",,,,,,,,,,,"605454","NULL","2020-11-13 14:16:04.806483","2020-11-13 14:16:04.806451","adf92d86-1bda-4e41-9181-fb762696b77d","11469"
"635","Mrs","Genevieve",,"Camacho",,,"1997-12-16",,,,,,,,,,,"605455","NULL","2020-11-13 14:16:04.813531","2020-11-13 14:16:04.813473","5e708934-0716-4778-ac15-8261e7086f19","11470"
"468","Mr","Frederick","Walter","Miles",,,"1996-10-29",,,,,,,,,,,"605288","NULL","2020-11-13 14:16:04.151539","2020-11-13 14:16:04.151497","ef9db064-49fc-40b2-bbeb-6d037fb01985","11303"
"471","Mr","Jordan","Edgar","Santana",,,"2001-03-03",,,,,,,,,,,"605291","NULL","2020-11-13 14:16:04.175393","2020-11-13 14:16:04.175347","446b8d0d-1bf5-4bef-b4d9-b0fe5bb7de34","11306"
"477","Mr","Jeremy",,"Gardner",,,"1996-12-06",,,,,,,,,,,"605296","NULL","2020-11-13 14:16:04.187100","2020-11-13 14:16:04.187058","e3f8e36e-7359-481a-9e02-e3f1de422f70","11312"
"478","Mr","Chris","Stephen","Mc Intyre",,,"2005-02-28",,,,,,,,,,,"605298","NULL","2020-11-13 14:16:04.194261","2020-11-13 14:16:04.194178","4eebde0a-2681-4174-b8af-52b2583e0c81","11313"
"482","Mr","Jay","Shane","York",,,"1995-04-01",,,,,,,,,,,"605302","NULL","2020-11-13 14:16:04.206869","2020-11-13 14:16:04.206823","88da3b35-5f19-47fd-bec6-0660d80cdb64","11317"
"485","Ms","Adriana","Tamika","Garza",,,"2002-05-02",,,,,,,,,,,"605304","NULL","2020-11-13 14:16:04.446287","2020-11-13 14:16:04.446250","7467e924-ff7a-4ecd-88c3-4fadf452b3fe","11320"
"487","Mrs","Kelli","Janelle","Mullen",,,"2005-03-26",,,,,,,,,,,"605307","NULL","2020-11-13 14:16:04.456757","2020-11-13 14:16:04.456703","65aba58d-2f63-43df-9d9a-b2aeed75c966","11322"
"490","Mr","Daryl",,"Mc Guire",,,"2002-07-15",,,,,,,,,,,"605310","NULL","2020-11-13 14:16:04.461058","2020-11-13 14:16:04.461016","ccb13a5e-09f0-4287-9305-37e71fc99758","11325"
"491","Mr","Joshua","Clinton","Alexander",,,"2004-04-09",,,,,,,,,,,"605311","NULL","2020-11-13 14:16:04.466465","2020-11-13 14:16:04.466375","a9fe7437-b6f0-429a-a212-6e6d07484d01","11326"
"494","Ms","Imogene","Cherry","Harvey",,,"1996-08-24",,,,,,,,,,,"605314","NULL","2020-11-13 14:16:04.470794","2020-11-13 14:16:04.470759","639aa5f6-95b0-448f-9349-0530dc0a4266","11329"
"511","Mr","Edwin",,"Patterson",,,"2002-08-07",,,,,,,,,,,"605331","NULL","2020-11-13 14:16:04.515155","2020-11-13 14:16:04.515035","910b6490-1a47-4445-a667-b6e62f243d12","11346"
"516","Mrs","Angelia","Sheena","Glass",,,"2004-02-15",,,,,,,,,,,"605336","NULL","2020-11-13 14:16:04.525487","2020-11-13 14:16:04.525346","fccd643c-cc3e-49a6-9ac8-06686249c84b","11351"
"521","Ms","Natasha",,"Montgomery",,,"2000-08-08",,,,,,,,,,,"605341","NULL","2020-11-13 14:16:04.535936","2020-11-13 14:16:04.535904","dce50264-37c1-4008-92c3-18417f568ebe","11356"
"525","Mr","Mathew","Julio","Cummings",,,"1999-11-16",,,,,,,,,,,"605345","NULL","2020-11-13 14:16:04.545660","2020-11-13 14:16:04.545638","3d01ec01-2a5c-4ffe-99a6-6e0965a187e0","11360"
"527","Ms","Tamara","Maryanne","Decker",,,"2002-09-20",,,,,,,,,,,"605347","NULL","2020-11-13 14:16:04.556292","2020-11-13 14:16:04.556245","ce80c828-5a75-4f84-b2e1-a43cc4a1b403","11362"
"533","Mr","Vincent","Jessie","Alexander",,,"2003-03-28",,,,,,,,,,,"605352","NULL","2020-11-13 14:16:04.566378","2020-11-13 14:16:04.566335","73b2d743-fb2e-4240-ad0e-47e7345e2360","11368"
"536","Mrs","Deanna",,"Casey",,,"2004-12-20",,,,,,,,,,,"605357","NULL","2020-11-13 14:16:04.576011","2020-11-13 14:16:04.575913","dfdb0a8c-54de-4227-89ab-df22d20e63a9","11371"
"540","Mrs","Kristina","Nora","Campos",,,"1996-04-09",,,,,,,,,,,"605360","NULL","2020-11-13 14:16:04.584349","2020-11-13 14:16:04.584253","68ea98a7-f9ca-49af-ab8e-0ef2fbb0f0ba","11375"
"545","Ms","James","Marquita","Flynn",,,"2002-03-04",,,,,,,,,,,"605365","NULL","2020-11-13 14:16:04.595765","2020-11-13 14:16:04.595734","3ff77487-2a32-4101-bdb8-845a8d556da5","11380"
