educationorganizationid,studentusi,telephonenumber,telephonenumbertypedescriptorid,orderofpriority,textmessagecapabilityindicator,donotpublishindicator,createdate
"255901","198","(950) 645 2695","2326","1",,,"2020-11-13 14:17:30.121519"
"255901","208","(950) 770 3363","2322","1",,,"2020-11-13 14:17:30.193059"
"255901","216","(950) 784 5891","2323","1",,,"2020-11-13 14:17:30.245551"
"255901","216","(950) 614 4351","2322",,,,"2020-11-13 14:17:30.246190"
"255901","287","(950) 145 3190","2326","1",,,"2020-11-13 14:17:30.737642"
"255901","302","(950) 340 2212","2323",,,,"2020-11-13 14:17:30.837760"
"255901","302","(950) 435 3021","2322","1",,,"2020-11-13 14:17:30.838521"
"255901","321","(950) 961 9859","2322",,,,"2020-11-13 14:17:30.964254"
"255901","321","(950) 099 3527","2328","1",,,"2020-11-13 14:17:30.964837"
"255901","353","(950) 906 3148","2322","1",,,"2020-11-13 14:17:31.163941"
"255901","359","(950) 040 0280","2322","1",,,"2020-11-13 14:17:31.208082"
"255901","392","(950) 387 3716","2323","1",,,"2020-11-13 14:17:31.438491"
"255901","392","(950) 479 1080","2322",,,,"2020-11-13 14:17:31.439100"
"255901","396","(950) 754 6749","2322","1",,,"2020-11-13 14:17:31.462204"
"255901","423","(950) 635 9961","2322","1",,,"2020-11-13 14:17:31.633113"
"255901","431","(950) 228 5067","2326","1",,,"2020-11-13 14:17:31.689504"
"255901","431","(950) 494 9897","2327",,,,"2020-11-13 14:17:31.690537"
"255901","434","(950) 209 0079","2322","1",,,"2020-11-13 14:17:31.714124"
"255901","441","(950) 393 6862","2322","1",,,"2020-11-13 14:17:31.748386"
"255901","445","(950) 766 4717","2328","1",,,"2020-11-13 14:17:31.774039"
"255901","449","(950) 738 1728","2328","1",,,"2020-11-13 14:17:31.798588"
"255901","449","(950) 248 8129","2329",,,,"2020-11-13 14:17:31.799518"
"255901","451","(950) 305 4433","2326","1",,,"2020-11-13 14:17:31.824883"
"255901","456","(950) 521 7145","2322",,,,"2020-11-13 14:17:31.852863"
"255901","456","(950) 662 5380","2328","1",,,"2020-11-13 14:17:31.853441"
"255901","459","(950) 102 5137","2326","1",,,"2020-11-13 14:17:31.870399"
"255901","461","(950) 946 6564","2322","1",,,"2020-11-13 14:17:31.894481"
"255901","472","(950) 786 5383","2326",,,,"2020-11-13 14:17:31.946588"
"255901","472","(950) 504 7264","2328","1",,,"2020-11-13 14:17:31.947325"
"255901","475","(950) 774 8494","2328","1",,,"2020-11-13 14:17:31.976833"
"255901","475","(950) 378 5014","2329",,,,"2020-11-13 14:17:31.977472"
"255901","482","(950) 310 9189","2322","1",,,"2020-11-13 14:17:32.025466"
"255901","488","(950) 459 0710","2328","1",,,"2020-11-13 14:17:32.055578"
"255901","493","(950) 212 1652","2326",,,,"2020-11-13 14:17:32.080669"
"255901","493","(950) 802 1441","2328","1",,,"2020-11-13 14:17:32.081403"
"255901","498","(950) 939 6020","2323",,,,"2020-11-13 14:17:32.107445"
"255901","498","(950) 202 4949","2322","1",,,"2020-11-13 14:17:32.108103"
"255901","501","(950) 745 4547","2322","1",,,"2020-11-13 14:17:32.130891"
"255901","504","(950) 277 8830","2322",,,,"2020-11-13 14:17:32.156065"
"255901","504","(950) 914 9530","2326","1",,,"2020-11-13 14:17:32.156930"
"255901","521","(950) 197 0727","2328","1",,,"2020-11-13 14:17:32.269969"
"255901","527","(950) 455 1689","2326","1",,,"2020-11-13 14:17:32.298350"
"255901","527","(950) 290 0260","2328",,,,"2020-11-13 14:17:32.298971"
"255901","531","(950) 006 7131","2322",,,,"2020-11-13 14:17:32.322960"
"255901","531","(950) 338 0085","2328","1",,,"2020-11-13 14:17:32.323651"
"255901","538","(950) 173 8915","2322","1",,,"2020-11-13 14:17:32.346845"
"255901","540","(950) 608 9550","2322","1",,,"2020-11-13 14:17:32.370503"
"255901","540","(950) 891 1646","2328",,,,"2020-11-13 14:17:32.371160"
"255901","543","(950) 109 6166","2322","1",,,"2020-11-13 14:17:32.394401"
"255901","547","(950) 899 3719","2323",,,,"2020-11-13 14:17:32.424404"
"255901","547","(950) 586 9615","2322","1",,,"2020-11-13 14:17:32.425161"
"255901","556","(950) 620 8845","2326","1",,,"2020-11-13 14:17:32.496641"
"255901","562","(950) 465 1658","2322","1",,,"2020-11-13 14:17:32.541634"
"255901","566","(950) 230 0011","2322","1",,,"2020-11-13 14:17:32.569792"
"255901","566","(950) 182 9852","2328",,,,"2020-11-13 14:17:32.570452"
"255901","569","(950) 273 6156","2322","1",,,"2020-11-13 14:17:32.595546"
"255901","577","(950) 142 4452","2322","1",,,"2020-11-13 14:17:32.633650"
"255901","579","(950) 974 3097","2326","1",,,"2020-11-13 14:17:32.652940"
"255901","582","(950) 883 8018","2326","1",,,"2020-11-13 14:17:32.681190"
"255901","608","(950) 477 9703","2328","1",,,"2020-11-13 14:17:32.837163"
"255901","608","(950) 957 5207","2327",,,,"2020-11-13 14:17:32.837817"
"255901","612","(950) 248 0266","2328","1",,,"2020-11-13 14:17:32.864169"
"255901","616","(950) 171 5889","2322","1",,,"2020-11-13 14:17:32.890605"
"255901","618","(950) 028 0462","2328","1",,,"2020-11-13 14:17:32.910285"
"255901","664","(950) 204 4102","2322","1",,,"2020-11-13 14:17:33.218143"
"255901","671","(950) 369 8137","2322","1",,,"2020-11-13 14:17:33.248564"
"255901","675","(950) 663 6605","2326","1",,,"2020-11-13 14:17:33.274106"
"255901","676","(950) 588 2140","2328","1",,,"2020-11-13 14:17:33.292453"
"255901","686","(950) 637 1222","2322","1",,,"2020-11-13 14:17:33.349721"
"255901","691","(950) 015 9185","2322",,,,"2020-11-13 14:17:33.376791"
"255901","691","(950) 650 3830","2328","1",,,"2020-11-13 14:17:33.377437"
"255901","695","(950) 021 2811","2322","1",,,"2020-11-13 14:17:33.399439"
"255901","699","(950) 839 5706","2328","1",,,"2020-11-13 14:17:33.421584"
"255901","701","(950) 536 5248","2326","1",,,"2020-11-13 14:17:33.449561"
"255901","706","(950) 821 9875","2322","1",,,"2020-11-13 14:17:33.473555"
"255901","711","(950) 860 9481","2326","1",,,"2020-11-13 14:17:33.501320"
"255901","715","(950) 580 8223","2322",,,,"2020-11-13 14:17:33.524692"
"255901","715","(950) 483 1594","2328","1",,,"2020-11-13 14:17:33.525339"
"255901","716","(950) 434 8421","2322","1",,,"2020-11-13 14:17:33.552873"
"255901","716","(950) 583 0272","2326",,,,"2020-11-13 14:17:33.553565"
"255901","723","(950) 048 4390","2326","1",,,"2020-11-13 14:17:33.579132"
"255901","735","(950) 698 6756","2326","1",,,"2020-11-13 14:17:33.650978"
"255901","749","(950) 886 9546","2322",,,,"2020-11-13 14:17:33.751952"
"255901","749","(950) 175 1830","2328","1",,,"2020-11-13 14:17:33.752657"
"255901","772","(950) 247 9126","2328","1",,,"2020-11-13 14:17:33.911125"
"255901","798","(950) 924 6911","2322","1",,,"2020-11-13 14:17:34.088269"
"255901","798","(950) 949 5008","2326",,,,"2020-11-13 14:17:34.089044"
"255901","802","(950) 638 7745","2326","1",,,"2020-11-13 14:17:34.112199"
"255901","806","(950) 423 3883","2328","1",,,"2020-11-13 14:17:34.138764"
"255901","815","(950) 104 0726","2322","1",,,"2020-11-13 14:17:34.194228"
"255901","815","(950) 571 0900","2326",,,,"2020-11-13 14:17:34.194980"
"255901","821","(950) 500 7532","2322",,,,"2020-11-13 14:17:34.242332"
"255901","821","(950) 207 4872","2328","1",,,"2020-11-13 14:17:34.243063"
"255901","825","(950) 037 8903","2326",,,,"2020-11-13 14:17:34.266398"
"255901","825","(950) 973 6827","2328","1",,,"2020-11-13 14:17:34.267265"
"255901","829","(950) 006 6228","2328","1",,,"2020-11-13 14:17:34.291528"
"255901","839","(950) 766 1641","2326","1",,,"2020-11-13 14:17:34.348194"
"255901","839","(950) 320 3096","2328",,,,"2020-11-13 14:17:34.348929"
"255901","895","(950) 118 3898","2323",,,,"2020-11-13 14:17:34.723430"
"255901","895","(950) 908 4879","2322","1",,,"2020-11-13 14:17:34.724209"
"255901","910","(950) 933 0019","2322","1",,,"2020-11-13 14:17:34.813768"
"255901","914","(950) 474 5228","2326","1",,,"2020-11-13 14:17:34.838070"
"255901","929","(950) 331 6849","2322","1",,,"2020-11-13 14:17:34.938295"
"255901","929","(950) 109 2860","2328",,,,"2020-11-13 14:17:34.938991"
"255901","858","(950) 291 2842","2322","1",,,"2020-11-13 14:17:34.472320"
"255901","862","(950) 706 2637","2322","1",,,"2020-11-13 14:17:34.504680"
"255901","865","(950) 254 0916","2322","1",,,"2020-11-13 14:17:34.527555"
"255901","867","(950) 115 0691","2326","1",,,"2020-11-13 14:17:34.538294"
"255901","867","(950) 116 5622","2328",,,,"2020-11-13 14:17:34.539249"
"255901","870","(950) 385 0061","2322","1",,,"2020-11-13 14:17:34.551640"
"255901","874","(950) 738 2342","2322","1",,,"2020-11-13 14:17:34.575627"
"255901","875","(950) 996 0753","2326",,,,"2020-11-13 14:17:34.593844"
"255901","875","(950) 383 6562","2328","1",,,"2020-11-13 14:17:34.594575"
"255901","877","(950) 394 8695","2323","1",,,"2020-11-13 14:17:34.601035"
"255901","877","(950) 509 2640","2322",,,,"2020-11-13 14:17:34.601833"
"255901","880","(950) 786 9031","2322","1",,,"2020-11-13 14:17:34.622521"
"255901","883","(950) 417 9696","2322","1",,,"2020-11-13 14:17:34.645477"
"255901","887","(950) 600 0045","2322","1",,,"2020-11-13 14:17:34.661140"
"255901","888","(950) 882 5920","2328","1",,,"2020-11-13 14:17:34.670950"
"255901","890","(950) 234 5383","2328","1",,,"2020-11-13 14:17:34.687940"
"255901","893","(950) 209 7735","2322",,,,"2020-11-13 14:17:34.696928"
"255901","893","(950) 138 3410","2328","1",,,"2020-11-13 14:17:34.697558"
"255901","897","(950) 101 9013","2326","1",,,"2020-11-13 14:17:34.722246"
"255901","899","(950) 347 6369","2322","1",,,"2020-11-13 14:17:34.749053"
"255901","902","(950) 361 1150","2326","1",,,"2020-11-13 14:17:34.767557"
"255901","905","(950) 899 2991","2326","1",,,"2020-11-13 14:17:34.787141"
"255901","906","(950) 716 9414","2328","1",,,"2020-11-13 14:17:34.794729"
"255901","906","(950) 853 9537","2327",,,,"2020-11-13 14:17:34.795371"
"255901","909","(950) 728 9602","2322","1",,,"2020-11-13 14:17:34.811943"
"255901","909","(950) 967 9618","2328",,,,"2020-11-13 14:17:34.812572"
"255901","917","(950) 012 0435","2322","1",,,"2020-11-13 14:17:34.861778"
"255901","917","(950) 442 7403","2326",,,,"2020-11-13 14:17:34.862619"
"255901","919","(950) 597 5882","2322","1",,,"2020-11-13 14:17:34.886714"
"255901","927","(950) 284 4327","2322","1",,,"2020-11-13 14:17:34.919396"
"255901","927","(950) 445 3662","2328",,,,"2020-11-13 14:17:34.920011"
"255901","933","(950) 061 5968","2326","1",,,"2020-11-13 14:17:34.946444"
"255901","935","(950) 976 4074","2326",,,,"2020-11-13 14:17:34.966035"
"255901","935","(950) 396 3876","2328","1",,,"2020-11-13 14:17:34.966732"
"255901","938","(950) 343 2290","2326","1",,,"2020-11-13 14:17:34.988631"
"255901","938","(950) 177 0125","2328",,,,"2020-11-13 14:17:34.989287"
"255901","940","(950) 031 3099","2322",,,,"2020-11-13 14:17:35.005084"
"255901","940","(950) 581 6749","2328","1",,,"2020-11-13 14:17:35.005861"
"255901","941","(950) 740 7735","2322",,,,"2020-11-13 14:17:35.013293"
"255901","941","(950) 247 4651","2326","1",,,"2020-11-13 14:17:35.013979"
"255901","943","(950) 072 3345","2322","1",,,"2020-11-13 14:17:35.028526"
"255901","943","(950) 360 8654","2326",,,,"2020-11-13 14:17:35.029534"
"255901","944","(950) 892 6466","2328","1",,,"2020-11-13 14:17:35.036781"
"255901","946","(950) 243 4341","2328","1",,,"2020-11-13 14:17:35.044997"
"255901","947","(950) 275 1322","2322","1",,,"2020-11-13 14:17:35.054987"
"255901","952","(950) 134 5924","2328","1",,,"2020-11-13 14:17:35.084629"
"255901","955","(950) 797 2027","2322","1",,,"2020-11-13 14:17:35.101768"
"255901","957","(950) 754 7606","2326","1",,,"2020-11-13 14:17:35.115486"
"255901","957","(950) 588 9207","2328",,,,"2020-11-13 14:17:35.116141"
"255901","4","(950) 615 3165","2322","1",,,"2020-11-13 14:17:28.516456"
"255901","4","(950) 708 2926","2326",,,,"2020-11-13 14:17:28.517759"
"255901","6","(950) 555 3602","2322","1",,,"2020-11-13 14:17:28.550758"
"255901","12","(950) 864 9539","2323",,,,"2020-11-13 14:17:28.578311"
"255901","12","(950) 267 8648","2322","1",,,"2020-11-13 14:17:28.578924"
"255901","13","(950) 674 8300","2323",,,,"2020-11-13 14:17:28.602105"
"255901","13","(950) 856 7455","2322","1",,,"2020-11-13 14:17:28.602779"
"255901","15","(950) 435 2066","2326","1",,,"2020-11-13 14:17:28.611562"
"255901","18","(950) 110 1902","2326","1",,,"2020-11-13 14:17:28.627808"
"255901","23","(950) 668 2983","2322","1",,,"2020-11-13 14:17:28.654877"
"255901","26","(950) 040 5844","2323","1",,,"2020-11-13 14:17:28.674586"
"255901","26","(950) 746 0581","2322",,,,"2020-11-13 14:17:28.675260"
"255901","30","(950) 471 0383","2322","1",,,"2020-11-13 14:17:28.705590"
"255901","31","(950) 798 6557","2322","1",,,"2020-11-13 14:17:28.725431"
"255901","31","(950) 573 2641","2326",,,,"2020-11-13 14:17:28.726104"
"255901","36","(950) 903 1852","2322",,,,"2020-11-13 14:17:28.749413"
"255901","36","(950) 659 5034","2328","1",,,"2020-11-13 14:17:28.750078"
"255901","39","(950) 987 1362","2322","1",,,"2020-11-13 14:17:28.773717"
"255901","43","(950) 543 6303","2322","1",,,"2020-11-13 14:17:28.800838"
"255901","43","(950) 336 6601","2326",,,,"2020-11-13 14:17:28.801420"
"255901","48","(950) 342 2854","2328","1",,,"2020-11-13 14:17:28.832332"
"255901","48","(950) 214 1628","2329",,,,"2020-11-13 14:17:28.833079"
"255901","49","(950) 850 8928","2326","1",,,"2020-11-13 14:17:28.844404"
"255901","52","(950) 935 7786","2322",,,,"2020-11-13 14:17:28.856153"
"255901","52","(950) 103 4863","2326","1",,,"2020-11-13 14:17:28.856842"
"255901","54","(950) 413 3235","2326","1",,,"2020-11-13 14:17:28.874524"
"255901","56","(950) 989 3719","2328","1",,,"2020-11-13 14:17:28.887796"
"255901","56","(950) 812 8582","2329",,,,"2020-11-13 14:17:28.888484"
"255901","57","(950) 356 0079","2323","1",,,"2020-11-13 14:17:28.899264"
"255901","57","(950) 684 1678","2322",,,,"2020-11-13 14:17:28.899944"
"255901","59","(950) 712 1935","2326","1",,,"2020-11-13 14:17:28.911303"
"255901","61","(950) 904 9303","2322","1",,,"2020-11-13 14:17:28.929300"
"255901","61","(950) 466 7701","2328",,,,"2020-11-13 14:17:28.930070"
"255901","63","(950) 612 6941","2323",,,,"2020-11-13 14:17:28.939129"
"255901","63","(950) 189 9716","2322","1",,,"2020-11-13 14:17:28.939832"
"255901","65","(950) 174 1611","2326","1",,,"2020-11-13 14:17:28.963625"
"255901","65","(950) 721 6920","2328",,,,"2020-11-13 14:17:28.964700"
"255901","66","(950) 983 7557","2326","1",,,"2020-11-13 14:17:28.976153"
"255901","71","(950) 213 4379","2322","1",,,"2020-11-13 14:17:28.999317"
"255901","73","(950) 002 4571","2322","1",,,"2020-11-13 14:17:29.011847"
"255901","77","(950) 870 7334","2322","1",,,"2020-11-13 14:17:29.034464"
"255901","78","(950) 695 2184","2322","1",,,"2020-11-13 14:17:29.051357"
"255901","81","(950) 818 3490","2322",,,,"2020-11-13 14:17:29.071252"
"255901","81","(950) 812 6555","2326","1",,,"2020-11-13 14:17:29.071854"
"255901","84","(950) 339 9194","2322","1",,,"2020-11-13 14:17:29.084686"
"255901","85","(950) 567 4227","2322","1",,,"2020-11-13 14:17:29.099940"
"255901","85","(950) 979 5576","2326",,,,"2020-11-13 14:17:29.100684"
"255901","88","(950) 179 3311","2322","1",,,"2020-11-13 14:17:29.116598"
"255901","88","(950) 538 9490","2326",,,,"2020-11-13 14:17:29.117231"
"255901","91","(950) 450 5179","2322","1",,,"2020-11-13 14:17:29.136303"
"255901","91","(950) 940 9052","2328",,,,"2020-11-13 14:17:29.137286"
"255901","94","(950) 034 0815","2323","1",,,"2020-11-13 14:17:29.150602"
"255901","94","(950) 140 9917","2322",,,,"2020-11-13 14:17:29.151267"
"255901","95","(950) 493 0014","2328","1",,,"2020-11-13 14:17:29.164756"
"255901","97","(950) 954 6430","2328","1",,,"2020-11-13 14:17:29.174971"
"255901","100","(950) 072 5486","2326","1",,,"2020-11-13 14:17:29.194940"
"255901","105","(950) 786 9497","2326","1",,,"2020-11-13 14:17:29.220402"
"255901","102","(950) 924 4350","2322","1",,,"2020-11-13 14:17:29.232247"
"255901","108","(950) 966 2469","2328","1",,,"2020-11-13 14:17:29.250466"
"255901","111","(950) 796 7778","2326","1",,,"2020-11-13 14:17:29.274199"
"255901","111","(950) 820 8413","2328",,,,"2020-11-13 14:17:29.274833"
"255901","114","(950) 404 8194","2326","1",,,"2020-11-13 14:17:29.301932"
"255901","117","(950) 652 1787","2322","1",,,"2020-11-13 14:17:29.322688"
"255901","120","(950) 905 2985","2326","1",,,"2020-11-13 14:17:29.333898"
"255901","124","(950) 994 8127","2322","1",,,"2020-11-13 14:17:29.359782"
"255901","124","(950) 567 4135","2326",,,,"2020-11-13 14:17:29.360629"
"255901","128","(950) 417 3478","2328","1",,,"2020-11-13 14:17:29.388370"
"255901","130","(950) 641 3288","2323","1",,,"2020-11-13 14:17:29.406266"
"255901","130","(950) 088 0870","2322",,,,"2020-11-13 14:17:29.406933"
"255901","132","(950) 128 5145","2326","1",,,"2020-11-13 14:17:29.413479"
"255901","134","(950) 368 7242","2326","1",,,"2020-11-13 14:17:29.430986"
"255901","136","(950) 905 8670","2322",,,,"2020-11-13 14:17:29.439753"
"255901","136","(950) 118 2665","2326","1",,,"2020-11-13 14:17:29.440388"
"255901","138","(950) 196 3436","2322","1",,,"2020-11-13 14:17:29.458088"
"255901","141","(950) 161 9323","2322","1",,,"2020-11-13 14:17:29.477314"
"255901","141","(950) 463 9062","2328",,,,"2020-11-13 14:17:29.478078"
"255901","145","(950) 251 2051","2322",,,,"2020-11-13 14:17:29.506511"
"255901","145","(950) 470 6596","2326","1",,,"2020-11-13 14:17:29.507148"
"255901","147","(950) 135 5060","2322","1",,,"2020-11-13 14:17:29.515579"
"255901","147","(950) 772 8388","2328",,,,"2020-11-13 14:17:29.516198"
"255901","149","(950) 321 0140","2326","1",,,"2020-11-13 14:17:29.534170"
"255901","152","(950) 459 1267","2322","1",,,"2020-11-13 14:17:29.549604"
"255901","154","(950) 434 5545","2322",,,,"2020-11-13 14:17:29.561751"
"255901","154","(950) 269 9777","2328","1",,,"2020-11-13 14:17:29.562482"
"255901","156","(950) 331 4804","2326","1",,,"2020-11-13 14:17:29.575349"
"255901","158","(950) 148 2175","2322","1",,,"2020-11-13 14:17:29.585952"
"255901","162","(950) 284 2112","2322","1",,,"2020-11-13 14:17:29.612957"
"255901","162","(950) 663 7177","2328",,,,"2020-11-13 14:17:29.613612"
"255901","164","(950) 912 8963","2328","1",,,"2020-11-13 14:17:29.857461"
"255901","167","(950) 320 7988","2326","1",,,"2020-11-13 14:17:29.884019"
"255901","171","(950) 222 5165","2322","1",,,"2020-11-13 14:17:29.907984"
"255901","173","(950) 393 8122","2326",,,,"2020-11-13 14:17:29.916236"
"255901","173","(950) 210 4099","2328","1",,,"2020-11-13 14:17:29.916847"
"255901","179","(950) 572 0088","2322",,,,"2020-11-13 14:17:29.947333"
"255901","179","(950) 503 4043","2326","1",,,"2020-11-13 14:17:29.948294"
"255901","177","(950) 611 5975","2323","1",,,"2020-11-13 14:17:29.996656"
"255901","177","(950) 223 6752","2326",,,,"2020-11-13 14:17:29.997302"
"255901","184","(950) 027 3265","2328","1",,,"2020-11-13 14:17:30.041763"
"255901","189","(950) 059 0600","2322","1",,,"2020-11-13 14:17:30.064290"
"255901","192","(950) 434 2173","2322","1",,,"2020-11-13 14:17:30.091417"
"255901","192","(950) 648 0874","2326",,,,"2020-11-13 14:17:30.092235"
"255901","196","(950) 053 1231","2322","1",,,"2020-11-13 14:17:30.115424"
"255901","201","(950) 543 6168","2328","1",,,"2020-11-13 14:17:30.150348"
"255901","206","(950) 866 1912","2328","1",,,"2020-11-13 14:17:30.176979"
"255901","209","(950) 974 0347","2322","1",,,"2020-11-13 14:17:30.200462"
"255901","212","(950) 849 4941","2322","1",,,"2020-11-13 14:17:30.217779"
"255901","212","(950) 659 0536","2326",,,,"2020-11-13 14:17:30.218473"
"255901","214","(950) 493 0115","2322","1",,,"2020-11-13 14:17:30.226983"
"255901","217","(950) 207 1609","2328","1",,,"2020-11-13 14:17:30.247501"
"255901","219","(950) 521 2961","2326","1",,,"2020-11-13 14:17:30.265715"
"255901","222","(950) 531 7000","2322",,,,"2020-11-13 14:17:30.274933"
"255901","222","(950) 308 1793","2328","1",,,"2020-11-13 14:17:30.275895"
"255901","224","(950) 379 8197","2328","1",,,"2020-11-13 14:17:30.297374"
"255901","226","(950) 297 9150","2326","1",,,"2020-11-13 14:17:30.306649"
"255901","230","(950) 743 6547","2328","1",,,"2020-11-13 14:17:30.332307"
"255901","232","(950) 876 7817","2326","1",,,"2020-11-13 14:17:30.344694"
"255901","235","(950) 639 0464","2326","1",,,"2020-11-13 14:17:30.367326"
"255901","235","(950) 778 7059","2327",,,,"2020-11-13 14:17:30.368193"
"255901","238","(950) 809 0020","2322",,,,"2020-11-13 14:17:30.388326"
"255901","238","(950) 456 6498","2328","1",,,"2020-11-13 14:17:30.389279"
