parentusi,telephonenumber,telephonenumbertypedescriptorid,orderofpriority,textmessagecapabilityindicator,donotpublishindicator,createdate
"1012","(950) 004 3516","2323","1",,,"2020-11-13 14:15:55.105607"
"1012","(950) 324 8834","2326",,,,"2020-11-13 14:15:55.106269"
"1015","(950) 182 2465","2322","1",,,"2020-11-13 14:15:55.125865"
"1015","(950) 695 8380","2327",,,,"2020-11-13 14:15:55.127726"
"1017","(950) 160 8843","2323","1",,,"2020-11-13 14:15:55.144193"
"1023","(950) 090 3551","2324","1",,,"2020-11-13 14:15:55.167632"
"1027","(950) 032 0968","2324","1",,,"2020-11-13 14:15:55.188828"
"1031","(950) 351 1838","2322","1",,,"2020-11-13 14:15:55.208926"
"1034","(950) 937 2187","2324","1",,,"2020-11-13 14:15:55.226370"
"1036","(950) 109 6781","2323","1",,,"2020-11-13 14:15:55.242976"
"1039","(950) 787 2504","2323","1",,,"2020-11-13 14:15:55.253023"
"1040","(950) 194 3427","2328","1",,,"2020-11-13 14:15:55.262927"
"1042","(950) 057 4371","2323",,,,"2020-11-13 14:15:55.268076"
"1042","(950) 357 1303","2325","1",,,"2020-11-13 14:15:55.268601"
"1046","(950) 122 6590","2322","1",,,"2020-11-13 14:15:55.289151"
"1046","(950) 013 9059","2323",,,,"2020-11-13 14:15:55.289688"
"1050","(950) 675 6900","2326","1",,,"2020-11-13 14:15:55.309274"
"1050","(950) 056 6962","2324",,,,"2020-11-13 14:15:55.309824"
"1053","(950) 448 9935","2328","1",,,"2020-11-13 14:15:55.331249"
"1062","(950) 129 4422","2325","1",,,"2020-11-13 14:15:55.375167"
"1064","(950) 795 2118","2323","1",,,"2020-11-13 14:15:55.392065"
"1078","(950) 966 4911","2325","1",,,"2020-11-13 14:15:55.469900"
"1085","(950) 063 5336","2323","1",,,"2020-11-13 14:15:55.505699"
"1085","(950) 151 1624","2328",,,,"2020-11-13 14:15:55.506256"
"1089","(950) 956 4021","2327","1",,,"2020-11-13 14:15:55.524878"
"1091","(950) 205 8167","2325","1",,,"2020-11-13 14:15:55.531058"
"1097","(950) 330 7181","2322","1",,,"2020-11-13 14:15:55.571056"
"1100","(950) 782 4292","2326","1",,,"2020-11-13 14:15:55.595202"
"1106","(950) 456 6683","2323","1",,,"2020-11-13 14:15:55.618416"
"1113","(950) 232 0314","2329",,,,"2020-11-13 14:15:55.660628"
"1113","(950) 600 2060","2328","1",,,"2020-11-13 14:15:55.661696"
"1117","(950) 820 6053","2325","1",,,"2020-11-13 14:15:55.679926"
"1122","(950) 846 5244","2325","1",,,"2020-11-13 14:15:55.700486"
"1125","(950) 066 8923","2325","1",,,"2020-11-13 14:15:55.722497"
"1129","(950) 103 4849","2328","1",,,"2020-11-13 14:15:55.744002"
"1133","(950) 180 9218","2329","1",,,"2020-11-13 14:15:55.766448"
"1138","(950) 512 3843","2323","1",,,"2020-11-13 14:15:55.787681"
"1142","(950) 425 4499","2322","1",,,"2020-11-13 14:15:55.809330"
"1145","(950) 102 6811","2327","1",,,"2020-11-13 14:15:55.829316"
"1148","(950) 697 1305","2325","1",,,"2020-11-13 14:15:55.848783"
"1153","(950) 142 3788","2324","1",,,"2020-11-13 14:15:55.870501"
"1158","(950) 521 3022","2327",,,,"2020-11-13 14:15:55.901894"
"1158","(950) 159 8428","2324","1",,,"2020-11-13 14:15:55.902457"
"1161","(950) 730 2078","2329","1",,,"2020-11-13 14:15:55.919558"
"1169","(950) 299 6234","2328","1",,,"2020-11-13 14:15:55.965997"
"1169","(950) 426 7929","2325",,,,"2020-11-13 14:15:55.966740"
"1178","(950) 502 9124","2323","1",,,"2020-11-13 14:15:56.008137"
"1179","(950) 115 3083","2322","1",,,"2020-11-13 14:15:56.014107"
"1180","(950) 201 0877","2324","1",,,"2020-11-13 14:15:56.027598"
"1183","(950) 007 3543","2324","1",,,"2020-11-13 14:15:56.034187"
"1191","(950) 002 1533","2329","1",,,"2020-11-13 14:15:56.172003"
"1194","(950) 483 1651","2322",,,,"2020-11-13 14:15:56.193535"
"1194","(950) 170 8537","2324","1",,,"2020-11-13 14:15:56.194336"
"1204","(950) 450 5235","2324","1",,,"2020-11-13 14:15:56.239012"
"1210","(950) 047 9600","2323","1",,,"2020-11-13 14:15:56.501583"
"1215","(950) 059 3059","2329","1",,,"2020-11-13 14:15:56.523847"
"1221","(950) 100 0999","2328","1",,,"2020-11-13 14:15:56.563897"
"1225","(950) 646 1317","2325","1",,,"2020-11-13 14:15:56.583803"
"1228","(950) 495 2967","2324","1",,,"2020-11-13 14:15:56.604439"
"1239","(950) 162 9430","2328","1",,,"2020-11-13 14:15:56.661111"
"1241","(950) 214 7647","2323","1",,,"2020-11-13 14:15:56.681221"
"1249","(950) 356 9084","2328","1",,,"2020-11-13 14:15:56.721705"
"1251","(950) 530 2178","2329","1",,,"2020-11-13 14:15:56.726429"
"1259","(950) 724 5283","2325","1",,,"2020-11-13 14:15:56.764634"
"1263","(950) 559 1540","2325","1",,,"2020-11-13 14:15:56.786667"
"1264","(950) 355 4811","2328","1",,,"2020-11-13 14:15:56.802447"
"1266","(950) 042 4150","2325","1",,,"2020-11-13 14:15:56.806950"
"1268","(950) 256 9473","2329","1",,,"2020-11-13 14:15:56.824567"
"1268","(950) 132 2452","2325",,,,"2020-11-13 14:15:56.825087"
"1270","(950) 071 2091","2329","1",,,"2020-11-13 14:15:56.831346"
"1270","(950) 646 8575","2328",,,,"2020-11-13 14:15:56.832073"
"1271","(950) 038 0926","2324","1",,,"2020-11-13 14:15:56.839003"
"1277","(950) 473 4363","2323","1",,,"2020-11-13 14:15:56.869254"
"1277","(950) 823 6248","2328",,,,"2020-11-13 14:15:56.870037"
"1280","(950) 785 0295","2327","1",,,"2020-11-13 14:15:56.887382"
"1282","(950) 901 6938","2322","1",,,"2020-11-13 14:15:56.899502"
"1282","(950) 691 0980","2326",,,,"2020-11-13 14:15:56.900092"
"1287","(950) 204 3584","2323","1",,,"2020-11-13 14:15:56.923273"
"1289","(950) 147 4026","2322",,,,"2020-11-13 14:15:56.937179"
"1289","(950) 566 4943","2324","1",,,"2020-11-13 14:15:56.937732"
"1294","(950) 488 3441","2327","1",,,"2020-11-13 14:15:56.960225"
"1296","(950) 644 6581","2322","1",,,"2020-11-13 14:15:56.970062"
"1298","(950) 853 3111","2327","1",,,"2020-11-13 14:15:56.981636"
"1300","(950) 146 3854","2323","1",,,"2020-11-13 14:15:56.989649"
"1302","(950) 149 7048","2327","1",,,"2020-11-13 14:15:57.004629"
"1302","(950) 074 6899","2325",,,,"2020-11-13 14:15:57.005188"
"1310","(950) 313 8430","2328","1",,,"2020-11-13 14:15:57.047232"
"1310","(950) 777 9212","2325",,,,"2020-11-13 14:15:57.047826"
"1315","(950) 256 4948","2323","1",,,"2020-11-13 14:15:57.070683"
"967","(950) 376 9335","2324","1",,,"2020-11-13 14:15:54.382702"
"972","(950) 391 8387","2329","1",,,"2020-11-13 14:15:54.410935"
"973","(950) 266 2097","2323","1",,,"2020-11-13 14:15:54.417456"
"974","(950) 651 7747","2322","1",,,"2020-11-13 14:15:54.425136"
"975","(950) 354 7490","2322","1",,,"2020-11-13 14:15:54.430952"
"981","(950) 257 2321","2327","1",,,"2020-11-13 14:15:54.457964"
"986","(950) 688 5600","2325","1",,,"2020-11-13 14:15:54.490853"
"988","(950) 640 5402","2322","1",,,"2020-11-13 14:15:54.498187"
"992","(950) 001 7485","2327","1",,,"2020-11-13 14:15:54.678594"
"995","(950) 545 9014","2322","1",,,"2020-11-13 14:15:54.785685"
"997","(950) 338 5042","2329","1",,,"2020-11-13 14:15:54.803145"
"1001","(950) 521 6611","2323","1",,,"2020-11-13 14:15:55.059604"
"1007","(950) 025 6679","2326","1",,,"2020-11-13 14:15:55.081635"
"1011","(950) 819 0536","2326","1",,,"2020-11-13 14:15:55.105122"
"1014","(950) 521 3421","2323","1",,,"2020-11-13 14:15:55.122371"
"1014","(950) 993 9835","2329",,,,"2020-11-13 14:15:55.122875"
"1016","(950) 645 7726","2322",,,,"2020-11-13 14:15:55.130888"
"1016","(950) 057 6607","2327","1",,,"2020-11-13 14:15:55.133768"
"1019","(950) 193 6219","2324","1",,,"2020-11-13 14:15:55.147472"
"1020","(950) 349 4812","2323","1",,,"2020-11-13 14:15:55.154174"
"1021","(950) 138 0951","2325","1",,,"2020-11-13 14:15:55.166478"
"1026","(950) 781 0030","2323","1",,,"2020-11-13 14:15:55.187433"
"1028","(950) 631 6030","2325","1",,,"2020-11-13 14:15:55.199208"
"1030","(950) 781 0011","2327","1",,,"2020-11-13 14:15:55.206321"
"1033","(950) 925 3192","2322","1",,,"2020-11-13 14:15:55.226326"
"1037","(950) 236 7038","2322","1",,,"2020-11-13 14:15:55.247561"
"1041","(950) 145 9705","2325","1",,,"2020-11-13 14:15:55.268066"
"1045","(950) 455 1625","2325","1",,,"2020-11-13 14:15:55.287448"
"1049","(950) 328 2249","2323",,,,"2020-11-13 14:15:55.308613"
"1049","(950) 201 0698","2326","1",,,"2020-11-13 14:15:55.309313"
"1052","(950) 475 3942","2324","1",,,"2020-11-13 14:15:55.327263"
"1055","(950) 510 3409","2324","1",,,"2020-11-13 14:15:55.335903"
"1057","(950) 930 6171","2324","1",,,"2020-11-13 14:15:55.352372"
"1061","(950) 469 5949","2323","1",,,"2020-11-13 14:15:55.374874"
"1061","(950) 415 1957","2327",,,,"2020-11-13 14:15:55.375497"
"1063","(950) 633 4580","2326","1",,,"2020-11-13 14:15:55.383389"
"1066","(950) 355 5896","2322","1",,,"2020-11-13 14:15:55.396800"
"1067","(950) 519 8118","2324","1",,,"2020-11-13 14:15:55.406484"
"1068","(950) 795 6550","2328","1",,,"2020-11-13 14:15:55.413792"
"1070","(950) 307 7510","2326",,,,"2020-11-13 14:15:55.420935"
"1070","(950) 043 7689","2325","1",,,"2020-11-13 14:15:55.421493"
"1071","(950) 193 7158","2326","1",,,"2020-11-13 14:15:55.426409"
"1073","(950) 211 3026","2325","1",,,"2020-11-13 14:15:55.436155"
"1074","(950) 628 2581","2327",,,,"2020-11-13 14:15:55.447838"
"1074","(950) 641 4270","2329","1",,,"2020-11-13 14:15:55.448446"
"1076","(950) 452 5516","2328","1",,,"2020-11-13 14:15:55.458988"
"1079","(950) 988 8758","2329","1",,,"2020-11-13 14:15:55.472169"
"1079","(950) 167 9591","2325",,,,"2020-11-13 14:15:55.472751"
"1080","(950) 212 1145","2328","1",,,"2020-11-13 14:15:55.478412"
"1082","(950) 984 0397","2324","1",,,"2020-11-13 14:15:55.489815"
"1084","(950) 871 7033","2327","1",,,"2020-11-13 14:15:55.498686"
"1086","(950) 229 1001","2324","1",,,"2020-11-13 14:15:55.510398"
"1090","(950) 859 5189","2325","1",,,"2020-11-13 14:15:55.531100"
"1092","(950) 317 3728","2329","1",,,"2020-11-13 14:15:55.541169"
"1092","(950) 743 9784","2324",,,,"2020-11-13 14:15:55.543494"
"1093","(950) 832 3345","2329","1",,,"2020-11-13 14:15:55.548551"
"1093","(950) 094 8164","2324",,,,"2020-11-13 14:15:55.549148"
"1095","(950) 202 0213","2324","1",,,"2020-11-13 14:15:55.554656"
"1096","(950) 817 3679","2326","1",,,"2020-11-13 14:15:55.572206"
"1096","(950) 239 1014","2328",,,,"2020-11-13 14:15:55.572779"
"1098","(950) 592 4655","2329","1",,,"2020-11-13 14:15:55.576981"
"1102","(950) 465 6918","2327","1",,,"2020-11-13 14:15:55.596448"
"1107","(950) 451 1015","2329","1",,,"2020-11-13 14:15:55.621088"
"1109","(950) 227 2223","2329","1",,,"2020-11-13 14:15:55.639063"
"1111","(950) 916 3524","2329","1",,,"2020-11-13 14:15:55.645289"
"1111","(950) 953 2045","2325",,,,"2020-11-13 14:15:55.645828"
"1114","(950) 935 4711","2324","1",,,"2020-11-13 14:15:55.660982"
"1118","(950) 206 4734","2329","1",,,"2020-11-13 14:15:55.681314"
"1124","(950) 997 8181","2322",,,,"2020-11-13 14:15:55.721279"
"1124","(950) 656 8609","2325","1",,,"2020-11-13 14:15:55.721966"
"1130","(950) 151 6301","2322",,,,"2020-11-13 14:15:55.745378"
"1130","(950) 425 0659","2324","1",,,"2020-11-13 14:15:55.746031"
"1132","(950) 969 1457","2328","1",,,"2020-11-13 14:15:55.762287"
"1137","(950) 605 8980","2326","1",,,"2020-11-13 14:15:55.787073"
"1141","(950) 489 4900","2329","1",,,"2020-11-13 14:15:55.807618"
"1144","(950) 536 9737","2324","1",,,"2020-11-13 14:15:55.829238"
"1147","(950) 926 8404","2323","1",,,"2020-11-13 14:15:55.840825"
"1149","(950) 551 8937","2328","1",,,"2020-11-13 14:15:55.848676"
"1150","(950) 392 3548","2328","1",,,"2020-11-13 14:15:55.853824"
"1154","(950) 055 4198","2326","1",,,"2020-11-13 14:15:55.874835"
"1156","(950) 405 9958","2325","1",,,"2020-11-13 14:15:55.893448"
"1163","(950) 640 9522","2325","1",,,"2020-11-13 14:15:55.928285"
"1164","(950) 175 4055","2326","1",,,"2020-11-13 14:15:55.940382"
"1167","(950) 182 4018","2323","1",,,"2020-11-13 14:15:55.949727"
"1168","(950) 928 9186","2327","1",,,"2020-11-13 14:15:55.966089"
"1172","(950) 186 2201","2328","1",,,"2020-11-13 14:15:55.984837"
"1174","(950) 921 2017","2329","1",,,"2020-11-13 14:15:55.989770"
"1177","(950) 388 1474","2326","1",,,"2020-11-13 14:15:56.006204"
"1182","(950) 565 1522","2322",,,,"2020-11-13 14:15:56.029566"
"1182","(950) 841 6456","2324","1",,,"2020-11-13 14:15:56.030213"
"1186","(950) 971 6194","2323","1",,,"2020-11-13 14:15:56.152898"
"1192","(950) 151 5108","2324","1",,,"2020-11-13 14:15:56.176521"
"1197","(950) 519 2122","2328","1",,,"2020-11-13 14:15:56.201580"
"1197","(950) 543 2470","2325",,,,"2020-11-13 14:15:56.202116"
"1199","(950) 493 2731","2326","1",,,"2020-11-13 14:15:56.217467"
"1203","(950) 178 8808","2325","1",,,"2020-11-13 14:15:56.237270"
"1205","(950) 154 9071","2322","1",,,"2020-11-13 14:15:56.249112"
"1209","(950) 323 4788","2322","1",,,"2020-11-13 14:15:56.500723"
"1209","(950) 711 6473","2323",,,,"2020-11-13 14:15:56.501276"
"1213","(950) 053 4843","2329","1",,,"2020-11-13 14:15:56.522855"
"1219","(950) 300 4921","2329","1",,,"2020-11-13 14:15:56.550214"
"1220","(950) 376 7937","2327","1",,,"2020-11-13 14:15:56.561627"
"1223","(950) 455 8244","2325","1",,,"2020-11-13 14:15:56.571740"
"1227","(950) 124 2834","2322",,,,"2020-11-13 14:15:56.596217"
"1227","(950) 379 4696","2329","1",,,"2020-11-13 14:15:56.596992"
"1229","(950) 198 8588","2328","1",,,"2020-11-13 14:15:56.604138"
"1232","(950) 912 3551","2324","1",,,"2020-11-13 14:15:56.627208"
"1234","(950) 923 7810","2325","1",,,"2020-11-13 14:15:56.634712"
"1235","(950) 994 1881","2328","1",,,"2020-11-13 14:15:56.641284"
"1242","(950) 265 2854","2327","1",,,"2020-11-13 14:15:56.681760"
"1245","(950) 088 9268","2329","1",,,"2020-11-13 14:15:56.702205"
"1248","(950) 362 5985","2322","1",,,"2020-11-13 14:15:56.710171"
"1253","(950) 772 0783","2323","1",,,"2020-11-13 14:15:56.741254"
"1258","(950) 636 8829","2328","1",,,"2020-11-13 14:15:56.765019"
"1262","(950) 521 9043","2329","1",,,"2020-11-13 14:15:56.785059"
"1265","(950) 887 5371","2325","1",,,"2020-11-13 14:15:56.806913"
"1272","(950) 107 5229","2329","1",,,"2020-11-13 14:15:56.845544"
"1283","(950) 705 0729","2328","1",,,"2020-11-13 14:15:56.901012"
"1290","(950) 372 7069","2326","1",,,"2020-11-13 14:15:56.941641"
"1293","(950) 177 4344","2324","1",,,"2020-11-13 14:15:56.957180"
"1297","(950) 176 1683","2327","1",,,"2020-11-13 14:15:56.977056"
"1299","(950) 672 0833","2322","1",,,"2020-11-13 14:15:56.985883"
"1094","(950) 721 1388","2326","1",,,"2020-11-13 14:15:55.553387"
"1099","(950) 778 3430","2326","1",,,"2020-11-13 14:15:55.577150"
"1099","(950) 945 6604","2327",,,,"2020-11-13 14:15:55.577616"
"1103","(950) 913 8127","2322","1",,,"2020-11-13 14:15:55.601914"
"1103","(950) 541 4115","2324",,,,"2020-11-13 14:15:55.602641"
"1104","(950) 190 8111","2323","1",,,"2020-11-13 14:15:55.616542"
"1104","(950) 200 0617","2326",,,,"2020-11-13 14:15:55.617165"
"1108","(950) 787 7243","2326","1",,,"2020-11-13 14:15:55.637124"
"1110","(950) 310 7141","2322","1",,,"2020-11-13 14:15:55.642738"
"1112","(950) 783 8161","2325","1",,,"2020-11-13 14:15:55.656450"
"1115","(950) 989 8170","2326","1",,,"2020-11-13 14:15:55.664324"
"1116","(950) 461 4763","2322","1",,,"2020-11-13 14:15:55.679464"
"1116","(950) 062 8917","2323",,,,"2020-11-13 14:15:55.679939"
"1119","(950) 172 5612","2328","1",,,"2020-11-13 14:15:55.684131"
"1121","(950) 486 6852","2324","1",,,"2020-11-13 14:15:55.699975"
"1123","(950) 658 1003","2324","1",,,"2020-11-13 14:15:55.707753"
"1127","(950) 372 8102","2324","1",,,"2020-11-13 14:15:55.732355"
"1128","(950) 521 8353","2322","1",,,"2020-11-13 14:15:55.744050"
"1131","(950) 483 8173","2326","1",,,"2020-11-13 14:15:55.754523"
"1134","(950) 325 1580","2328","1",,,"2020-11-13 14:15:55.767783"
"1135","(950) 191 4960","2328","1",,,"2020-11-13 14:15:55.775642"
"1136","(950) 752 9997","2323","1",,,"2020-11-13 14:15:55.783175"
"1139","(950) 053 8598","2327","1",,,"2020-11-13 14:15:55.796185"
"1140","(950) 915 2929","2329","1",,,"2020-11-13 14:15:55.804899"
"1143","(950) 931 6512","2326","1",,,"2020-11-13 14:15:55.820889"
"1146","(950) 775 5897","2323","1",,,"2020-11-13 14:15:55.832620"
"1146","(950) 790 3777","2328",,,,"2020-11-13 14:15:55.834157"
"1151","(950) 880 5203","2322","1",,,"2020-11-13 14:15:55.859941"
"1152","(950) 969 0994","2329","1",,,"2020-11-13 14:15:55.868896"
"1155","(950) 674 8974","2326","1",,,"2020-11-13 14:15:55.884356"
"1157","(950) 270 0616","2326","1",,,"2020-11-13 14:15:55.896471"
"1157","(950) 996 5092","2325",,,,"2020-11-13 14:15:55.897607"
"1159","(950) 247 5804","2322","1",,,"2020-11-13 14:15:55.905918"
"1160","(950) 661 6475","2326",,,,"2020-11-13 14:15:55.918837"
"1160","(950) 072 3243","2325","1",,,"2020-11-13 14:15:55.919586"
"1162","(950) 581 9380","2326","1",,,"2020-11-13 14:15:55.926310"
"1162","(950) 783 2096","2324",,,,"2020-11-13 14:15:55.927038"
"1166","(950) 885 1414","2329","1",,,"2020-11-13 14:15:55.947434"
"1170","(950) 090 4278","2323","1",,,"2020-11-13 14:15:55.967235"
"1173","(950) 512 7633","2323","1",,,"2020-11-13 14:15:55.987050"
"1175","(950) 789 4439","2328",,,,"2020-11-13 14:15:55.995615"
"1175","(950) 500 4274","2325","1",,,"2020-11-13 14:15:55.996083"
"1176","(950) 766 9186","2324","1",,,"2020-11-13 14:15:56.006237"
"1181","(950) 580 5290","2326","1",,,"2020-11-13 14:15:56.028924"
"1184","(950) 079 3009","2329","1",,,"2020-11-13 14:15:56.045143"
"1187","(950) 053 9038","2326","1",,,"2020-11-13 14:15:56.153125"
"1189","(950) 089 6650","2324","1",,,"2020-11-13 14:15:56.158595"
"1189","(950) 594 3200","2325",,,,"2020-11-13 14:15:56.159189"
"1190","(950) 063 3689","2324","1",,,"2020-11-13 14:15:56.171871"
"1193","(950) 192 0173","2323",,,,"2020-11-13 14:15:56.179603"
"1193","(950) 280 7261","2325","1",,,"2020-11-13 14:15:56.180187"
"1196","(950) 256 3447","2324","1",,,"2020-11-13 14:15:56.197509"
"1198","(950) 143 6496","2328","1",,,"2020-11-13 14:15:56.216261"
"1201","(950) 718 0332","2327","1",,,"2020-11-13 14:15:56.227439"
"1202","(950) 147 9711","2328","1",,,"2020-11-13 14:15:56.236499"
"1206","(950) 955 5456","2323","1",,,"2020-11-13 14:15:56.255492"
"1208","(950) 116 4379","2325","1",,,"2020-11-13 14:15:56.500699"
"1212","(950) 612 4799","2322","1",,,"2020-11-13 14:15:56.520701"
"1216","(950) 800 8499","2322","1",,,"2020-11-13 14:15:56.541265"
"1218","(950) 560 7131","2328",,,,"2020-11-13 14:15:56.550069"
"1218","(950) 309 3887","2325","1",,,"2020-11-13 14:15:56.550579"
"1222","(950) 470 5288","2327","1",,,"2020-11-13 14:15:56.569865"
"1224","(950) 967 1627","2329","1",,,"2020-11-13 14:15:56.582629"
"1226","(950) 799 7215","2322",,,,"2020-11-13 14:15:56.590324"
"1226","(950) 075 6044","2324","1",,,"2020-11-13 14:15:56.590923"
"1230","(950) 511 4026","2327","1",,,"2020-11-13 14:15:56.612558"
"1230","(950) 140 8942","2325",,,,"2020-11-13 14:15:56.613279"
"1231","(950) 949 8229","2322",,,,"2020-11-13 14:15:56.621941"
"1231","(950) 349 5790","2328","1",,,"2020-11-13 14:15:56.622529"
"1233","(950) 328 5472","2322","1",,,"2020-11-13 14:15:56.629653"
"1236","(950) 934 4698","2322","1",,,"2020-11-13 14:15:56.646069"
"1237","(950) 379 7303","2325","1",,,"2020-11-13 14:15:56.660772"
"1240","(950) 822 5271","2323",,,,"2020-11-13 14:15:56.667719"
"1240","(950) 454 9445","2326","1",,,"2020-11-13 14:15:56.668344"
"1244","(950) 474 3886","2325","1",,,"2020-11-13 14:15:56.687646"
"1247","(950) 595 4801","2327","1",,,"2020-11-13 14:15:56.702165"
"1247","(950) 960 1119","2329",,,,"2020-11-13 14:15:56.702710"
"1250","(950) 555 3772","2326","1",,,"2020-11-13 14:15:56.725100"
"1252","(950) 079 8395","2324","1",,,"2020-11-13 14:15:56.730435"
"1254","(950) 665 3392","2322","1",,,"2020-11-13 14:15:56.743350"
"1256","(950) 667 8480","2324","1",,,"2020-11-13 14:15:56.750429"
"1257","(950) 575 4787","2322","1",,,"2020-11-13 14:15:56.764335"
"1260","(950) 946 2326","2327","1",,,"2020-11-13 14:15:56.775204"
"1260","(950) 613 7205","2328",,,,"2020-11-13 14:15:56.775729"
"1261","(950) 532 8855","2326","1",,,"2020-11-13 14:15:56.784496"
"1267","(950) 688 7657","2328","1",,,"2020-11-13 14:15:56.815925"
"1269","(950) 660 6483","2322","1",,,"2020-11-13 14:15:56.825167"
"1273","(950) 290 6317","2326","1",,,"2020-11-13 14:15:56.848213"
"1273","(950) 442 7093","2329",,,,"2020-11-13 14:15:56.848781"
"1274","(950) 115 0234","2324","1",,,"2020-11-13 14:15:56.854611"
"1275","(950) 295 1346","2328",,,,"2020-11-13 14:15:56.861184"
"1275","(950) 129 4755","2324","1",,,"2020-11-13 14:15:56.861705"
"1276","(950) 766 1395","2322","1",,,"2020-11-13 14:15:56.867485"
"1278","(950) 778 5377","2323","1",,,"2020-11-13 14:15:56.875840"
"1279","(950) 367 0644","2324","1",,,"2020-11-13 14:15:56.881147"
"1281","(950) 626 5803","2329","1",,,"2020-11-13 14:15:56.888720"
"1284","(950) 338 9889","2327","1",,,"2020-11-13 14:15:56.908418"
"1284","(950) 651 7133","2329",,,,"2020-11-13 14:15:56.909015"
"1286","(950) 543 7704","2324","1",,,"2020-11-13 14:15:56.922320"
"1288","(950) 012 7166","2326","1",,,"2020-11-13 14:15:56.930273"
"1288","(950) 867 0393","2325",,,,"2020-11-13 14:15:56.930958"
"1291","(950) 717 8522","2329","1",,,"2020-11-13 14:15:56.942102"
"1292","(950) 250 7589","2329","1",,,"2020-11-13 14:15:56.949901"
"1295","(950) 138 9415","2328","1",,,"2020-11-13 14:15:56.965750"
"1295","(950) 796 8919","2325",,,,"2020-11-13 14:15:56.966325"
"1301","(950) 041 1238","2323",,,,"2020-11-13 14:15:56.996862"
"1301","(950) 931 9128","2329","1",,,"2020-11-13 14:15:56.997462"
"1304","(950) 594 4464","2328","1",,,"2020-11-13 14:15:57.013140"
"1304","(950) 514 4310","2325",,,,"2020-11-13 14:15:57.013819"
"1305","(950) 703 0546","2328","1",,,"2020-11-13 14:15:57.022121"
"1307","(950) 419 4152","2328","1",,,"2020-11-13 14:15:57.032160"
"1312","(950) 470 9628","2325","1",,,"2020-11-13 14:15:57.057644"
"1316","(950) 505 2329","2322","1",,,"2020-11-13 14:15:57.077587"
"1319","(950) 113 0342","2324","1",,,"2020-11-13 14:15:57.091382"
"1320","(950) 142 6008","2327","1",,,"2020-11-13 14:15:57.102745"
"1321","(950) 792 9964","2326","1",,,"2020-11-13 14:15:57.114195"
"1321","(950) 974 1189","2328",,,,"2020-11-13 14:15:57.114814"
"1324","(950) 258 8458","2323","1",,,"2020-11-13 14:15:57.125922"
"1325","(950) 662 1631","2326","1",,,"2020-11-13 14:15:57.132512"
"1329","(950) 918 9219","2322","1",,,"2020-11-13 14:15:57.153580"
"1331","(950) 845 8337","2329","1",,,"2020-11-13 14:15:57.167390"
"1334","(950) 236 7191","2326","1",,,"2020-11-13 14:15:57.175505"
"1335","(950) 669 3710","2329","1",,,"2020-11-13 14:15:57.191947"
"1303","(950) 580 0052","2323",,,,"2020-11-13 14:15:57.010433"
"1303","(950) 467 5765","2329","1",,,"2020-11-13 14:15:57.011115"
"1306","(950) 682 3038","2329","1",,,"2020-11-13 14:15:57.024421"
"1308","(950) 469 5730","2324","1",,,"2020-11-13 14:15:57.034972"
"1309","(950) 018 5644","2327","1",,,"2020-11-13 14:15:57.044811"
"1309","(950) 901 6217","2325",,,,"2020-11-13 14:15:57.045477"
"1311","(950) 649 9616","2322","1",,,"2020-11-13 14:15:57.052489"
"1314","(950) 881 3634","2326","1",,,"2020-11-13 14:15:57.070076"
"1314","(950) 136 6504","2328",,,,"2020-11-13 14:15:57.070652"
"1318","(950) 328 5340","2323","1",,,"2020-11-13 14:15:57.089889"
"1326","(950) 249 4163","2326","1",,,"2020-11-13 14:15:57.135554"
"1326","(950) 565 5805","2324",,,,"2020-11-13 14:15:57.136105"
"1328","(950) 806 8297","2327",,,,"2020-11-13 14:15:57.151235"
"1328","(950) 125 8743","2325","1",,,"2020-11-13 14:15:57.151887"
"1333","(950) 036 3383","2324","1",,,"2020-11-13 14:15:57.174771"
"1336","(950) 487 2010","2329","1",,,"2020-11-13 14:15:57.193374"
"1342","(950) 884 3481","2327",,,,"2020-11-13 14:15:57.223879"
"1342","(950) 697 8531","2324","1",,,"2020-11-13 14:15:57.224435"
"1345","(950) 218 1520","2327","1",,,"2020-11-13 14:15:57.246599"
"1347","(950) 423 8232","2328","1",,,"2020-11-13 14:15:57.267238"
"1352","(950) 702 7974","2322","1",,,"2020-11-13 14:15:57.288731"
"1353","(950) 526 3746","2326","1",,,"2020-11-13 14:15:57.295865"
"1357","(950) 700 0052","2322","1",,,"2020-11-13 14:15:57.320581"
"1360","(950) 931 2644","2322","1",,,"2020-11-13 14:15:57.333739"
"1361","(950) 312 2334","2323","1",,,"2020-11-13 14:15:57.342811"
"1363","(950) 631 2380","2324","1",,,"2020-11-13 14:15:57.352137"
"1368","(950) 152 8626","2326",,,,"2020-11-13 14:15:57.375014"
"1368","(950) 245 3101","2329","1",,,"2020-11-13 14:15:57.375579"
"1370","(950) 388 6763","2326","1",,,"2020-11-13 14:15:57.387323"
"1378","(950) 360 6780","2322","1",,,"2020-11-13 14:15:57.433497"
"1380","(950) 936 9681","2328","1",,,"2020-11-13 14:15:57.438574"
"1385","(950) 598 0093","2323","1",,,"2020-11-13 14:15:57.467873"
"1386","(950) 401 8893","2329","1",,,"2020-11-13 14:15:57.474744"
"1390","(950) 537 3378","2326","1",,,"2020-11-13 14:15:57.493793"
