addresstypedescriptorid,city,parentusi,postalcode,stateabbreviationdescriptorid,streetnumbername,apartmentroomsuitenumber,buildingsitenumber,nameofcounty,countyfipscode,latitude,longitude,donotpublishindicator,congressionaldistrict,localedescriptorid,createdate
"85","Grand Bend","1526","78834","2222","11 Rocky Old Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.220720"
"90","Grand Bend","1528","78834","2222","21 First Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.235967"
"85","Grand Bend","1530","78834","2222","324 Green Oak Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.242105"
"85","Grand Bend","1532","78834","2222","916 Green Old Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.255885"
"85","Grand Bend","1536","78834","2222","457 Green Second Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.275979"
"85","Grand Bend","1539","78834","2222","27 White Nobel Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.296672"
"90","Grand Bend","1549","78834","2222","59 Clarendon Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.342880"
"90","Grand Bend","1551","78834","2222","84 White Nobel Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.357773"
"85","Grand Bend","1561","78834","2222","11 South Clarendon Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.404061"
"85","Grand Bend","1571","78834","2222","98 South Hague Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.456721"
"97","Grand Bend","1575","78834","2222","230 Green Cowley St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.479409"
"90","Grand Bend","1579","78834","2222","26 Oak Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.502387"
"85","Grand Bend","1587","78834","2222","331 East Cowley Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.541099"
"85","Grand Bend","1589","78834","2222","921 Second St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.766745"
"97","Grand Bend","1595","78834","2222","62 West Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.905627"
"97","Grand Bend","1598","78834","2222","828 Green Fabien Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.931784"
"97","Grand Bend","1604","78834","2222","85 White Milton Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.976248"
"90","Grand Bend","1607","78834","2222","402 White Old Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.997554"
"90","Grand Bend","1612","78834","2222","72 North Rocky Clarendon Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.021774"
"85","Grand Bend","1615","78834","2222","256 Green Nobel Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.045826"
"85","Grand Bend","1621","78834","2222","21 North First Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.072103"
"97","Grand Bend","1628","78834","2222","85 Green Clarendon Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.113242"
"97","Grand Bend","1631","78834","2222","192 South New Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.131560"
"90","Grand Bend","1639","78834","2222","25 White First Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.177062"
"97","Grand Bend","1640","78834","2222","50 Rocky Second Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.185640"
"97","Grand Bend","1642","78834","2222","409 Green Hague Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.198082"
"97","Grand Bend","1646","78834","2222","856 Oak Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.219707"
"90","Grand Bend","1648","78834","2222","90 Oak Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.230872"
"90","Grand Bend","1650","78834","2222","23 White Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.242319"
"97","Grand Bend","1654","78834","2222","52 Fabien Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.268946"
"99","Grand Bend","1656","78834","2222","329 Cowley Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.276289"
"90","Grand Bend","1469","78834","2222","951 Oak Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.915872"
"90","Grand Bend","1472","78834","2222","527 Milton Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.933449"
"90","Grand Bend","1476","78834","2222","466 West Green First St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.956223"
"90","Grand Bend","1479","78834","2222","483 Hague Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.976226"
"85","Grand Bend","1484","78834","2222","580 Green Oak Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:57.996026"
"85","Grand Bend","1489","78834","2222","23 West Second Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.018625"
"90","Grand Bend","1492","78834","2222","86 Nobel Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.037081"
"85","Grand Bend","1495","78834","2222","286 Nobel Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.054296"
"85","Grand Bend","1501","78834","2222","29 Rocky Milton Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.088086"
"90","Grand Bend","1503","78834","2222","71 Rocky Hague Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.096122"
"90","Grand Bend","1505","78834","2222","56 South Second Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.110932"
"85","Grand Bend","1507","78834","2222","62 Second Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.117679"
"90","Grand Bend","1508","78834","2222","675 West Milton Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.123104"
"94","Grand Bend","1511","78834","2222","613 West Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.137940"
"85","Grand Bend","1514","78834","2222","22 Green Fabien Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.156660"
"85","Grand Bend","1517","78834","2222","27 East First St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.174839"
"85","Grand Bend","1520","78834","2222","433 New Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.191022"
"85","Grand Bend","1521","78834","2222","433 New Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.197455"
"85","Grand Bend","1525","78834","2222","270 Rocky Old Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.219502"
"85","Grand Bend","1527","78834","2222","11 Rocky Old Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.230415"
"85","Grand Bend","1531","78834","2222","324 Green Oak Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.252176"
"85","Grand Bend","1534","78834","2222","520 East White Milton St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.264182"
"85","Grand Bend","1535","78834","2222","520 East White Milton St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.276078"
"85","Grand Bend","1538","78834","2222","11 Fabien Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.284380"
"85","Grand Bend","1540","78834","2222","11 Fabien Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.296697"
"85","Grand Bend","1542","78834","2222","50 Rocky Fabien Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.304035"
"85","Grand Bend","1545","78834","2222","98 Green First Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.322378"
"90","Grand Bend","1548","78834","2222","880 West White New Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.339410"
"85","Grand Bend","1553","78834","2222","80 White Old Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.361532"
"90","Grand Bend","1556","78834","2222","83 Green First Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.379807"
"90","Grand Bend","1558","78834","2222","30 Nobel Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.390545"
"85","Grand Bend","1560","78834","2222","11 South Clarendon Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.401018"
"85","Grand Bend","1564","78834","2222","40 Clarendon Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.420066"
"85","Grand Bend","1566","78834","2222","97 Rocky Second Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.435776"
"85","Grand Bend","1574","78834","2222","51 Rocky Hague Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.477972"
"90","Grand Bend","1584","78834","2222","72 Fabien St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.523550"
"85","Grand Bend","1586","78834","2222","331 East Cowley Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.541024"
"97","Grand Bend","1592","78834","2222","887 Second Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.772735"
"90","Grand Bend","1594","78834","2222","74 Green New Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.905077"
"90","Grand Bend","1597","78834","2222","709 Green Old Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.926015"
"97","Grand Bend","1603","78834","2222","587 Rocky Fabien Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.973929"
"90","Grand Bend","1606","78834","2222","594 West Second Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.993938"
"97","Grand Bend","1609","78834","2222","903 Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.999958"
"97","Grand Bend","1611","78834","2222","732 Rocky New St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.018319"
"85","Grand Bend","1614","78834","2222","256 Green Nobel Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.044924"
"90","Grand Bend","1618","78834","2222","192 East White Milton Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.068950"
"90","Grand Bend","1623","78834","2222","84 Nobel Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.091045"
"97","Grand Bend","1627","78834","2222","970 Nobel Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.111049"
"97","Grand Bend","1630","78834","2222","192 South New Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.131352"
"90","Grand Bend","1633","78834","2222","147 Hague Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.143762"
"97","Grand Bend","1635","78834","2222","14 South White Cowley Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.154564"
"90","Grand Bend","1636","78834","2222","10 West Rocky Second St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.163510"
"90","Grand Bend","1637","78834","2222","758 West Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.169612"
"97","Grand Bend","1641","78834","2222","50 Rocky Second Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.194124"
"97","Grand Bend","1643","78834","2222","409 Green Hague Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.203098"
"97","Grand Bend","1652","78834","2222","345 North Rocky Oak Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.252167"
"97","Grand Bend","1653","78834","2222","345 North Rocky Oak Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.259519"
"90","Grand Bend","1659","78834","2222","27 Cowley Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.295503"
"97","Grand Bend","1661","78834","2222","224 First Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.305850"
"90","Grand Bend","1662","78834","2222","587 North New Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.311437"
"97","Grand Bend","1665","78834","2222","79 North Nobel Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.326179"
"97","Grand Bend","1675","78834","2222","933 Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.378389"
"97","Grand Bend","1676","78834","2222","63 New Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.385855"
"97","Grand Bend","1680","78834","2222","155 Rocky Hague Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.405256"
"97","Grand Bend","1681","78834","2222","155 Rocky Hague Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.413097"
"97","Grand Bend","1683","78834","2222","81 Second Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.420098"
"97","Grand Bend","1686","78834","2222","863 Milton Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.439465"
"97","Grand Bend","1688","78834","2222","863 Milton Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.445658"
"97","Grand Bend","1691","78834","2222","32 Nobel Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.698886"
"90","Grand Bend","1695","78834","2222","255 Nobel Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.720384"
"97","Grand Bend","1700","78834","2222","538 Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.743348"
"97","Grand Bend","1703","78834","2222","296 Clarendon Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.763278"
"97","Grand Bend","1711","78834","2222","706 North First Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.808681"
"90","Grand Bend","1716","78834","2222","362 New Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.832781"
"85","Grand Bend","1494","78834","2222","286 Nobel Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.054291"
"90","Grand Bend","1497","78834","2222","106 West Milton St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.065138"
"85","Grand Bend","1499","78834","2222","29 Rocky Milton Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.075879"
"90","Grand Bend","1502","78834","2222","352 North Milton Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.095031"
"85","Grand Bend","1506","78834","2222","62 Second Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.117661"
"94","Grand Bend","1510","78834","2222","613 West Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.136566"
"85","Grand Bend","1512","78834","2222","30 Oak Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.143994"
"85","Grand Bend","1516","78834","2222","27 East First St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.166275"
"85","Grand Bend","1519","78834","2222","31 White New Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.181489"
"85","Grand Bend","1523","78834","2222","339 Green Cowley Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.207814"
"85","Grand Bend","1524","78834","2222","270 Rocky Old Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.215618"
"90","Grand Bend","1529","78834","2222","64 Rocky Fabien Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.239235"
"85","Grand Bend","1533","78834","2222","916 Green Old Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.262634"
"85","Grand Bend","1537","78834","2222","457 Green Second Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.281648"
"85","Grand Bend","1541","78834","2222","27 White Nobel Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.300287"
"85","Grand Bend","1543","78834","2222","50 Rocky Fabien Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.319237"
"90","Grand Bend","1546","78834","2222","467 South Clarendon Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.325053"
"90","Grand Bend","1547","78834","2222","560 Hague St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.339344"
"90","Grand Bend","1550","78834","2222","76 Rocky First St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.346457"
"85","Grand Bend","1552","78834","2222","80 White Old Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.358431"
"85","Grand Bend","1554","78834","2222","20 Rocky First Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.369523"
"85","Grand Bend","1555","78834","2222","20 Rocky First Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.376585"
"90","Grand Bend","1557","78834","2222","722 Milton St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.381424"
"90","Grand Bend","1559","78834","2222","96 Rocky Cowley St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.398892"
"85","Grand Bend","1563","78834","2222","473 West Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.418282"
"85","Grand Bend","1565","78834","2222","40 Clarendon Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.425200"
"85","Grand Bend","1567","78834","2222","97 Rocky Second Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.437283"
"90","Grand Bend","1569","78834","2222","33 Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.444516"
"85","Grand Bend","1570","78834","2222","98 South Hague Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.456269"
"85","Grand Bend","1573","78834","2222","313 Clarendon Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.465520"
"97","Grand Bend","1577","78834","2222","230 Green Cowley St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.484568"
"85","Grand Bend","1578","78834","2222","89 South Milton St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.501920"
"90","Grand Bend","1581","78834","2222","86 First Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.508516"
"90","Grand Bend","1582","78834","2222","52 South Green Old Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.522097"
"90","Grand Bend","1585","78834","2222","620 Green Cowley Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.529034"
"97","Grand Bend","1591","78834","2222","62 West Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.771907"
"90","Grand Bend","1593","78834","2222","32 Green Old Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.904469"
"97","Grand Bend","1600","78834","2222","587 East Clarendon Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.937842"
"97","Grand Bend","1601","78834","2222","587 East Clarendon Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.949352"
"97","Grand Bend","1602","78834","2222","85 White Milton Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.973766"
"97","Grand Bend","1608","78834","2222","903 Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:58.999320"
"97","Grand Bend","1610","78834","2222","732 Rocky New St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.018319"
"97","Grand Bend","1617","78834","2222","287 Old Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.048766"
"90","Grand Bend","1619","78834","2222","23 White Fabien Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.069492"
"90","Grand Bend","1622","78834","2222","537 New Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.089453"
"90","Grand Bend","1625","78834","2222","67 Rocky Clarendon Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.096615"
"97","Grand Bend","1626","78834","2222","970 Nobel Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.109978"
"97","Grand Bend","1629","78834","2222","85 Green Clarendon Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.120546"
"90","Grand Bend","1632","78834","2222","895 South Cowley Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.139476"
"97","Grand Bend","1634","78834","2222","14 South White Cowley Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.154009"
"90","Grand Bend","1638","78834","2222","280 Second Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.177026"
"90","Grand Bend","1644","78834","2222","931 Milton Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.209795"
"90","Grand Bend","1645","78834","2222","699 North Fabien Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.216737"
"97","Grand Bend","1647","78834","2222","856 Oak Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.225794"
"90","Grand Bend","1649","78834","2222","31 South Green Oak Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.237784"
"90","Grand Bend","1651","78834","2222","286 White Fabien Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.250105"
"97","Grand Bend","1655","78834","2222","52 Fabien Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.273875"
"99","Grand Bend","1657","78834","2222","329 Cowley Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.284009"
"97","Grand Bend","1664","78834","2222","79 North Nobel Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.318129"
"97","Grand Bend","1666","78834","2222","105 West Cowley Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.332333"
"97","Grand Bend","1668","78834","2222","16 New Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.339015"
"97","Grand Bend","1669","78834","2222","16 New Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.346825"
"90","Grand Bend","1670","78834","2222","805 White Old Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.353886"
"90","Grand Bend","1672","78834","2222","901 Rocky Milton Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.361988"
"90","Grand Bend","1673","78834","2222","95 West Rocky Oak Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.370342"
"97","Grand Bend","1678","78834","2222","516 Nobel Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.396513"
"97","Grand Bend","1684","78834","2222","571 Rocky Hague St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.423897"
"97","Grand Bend","1685","78834","2222","571 Rocky Hague St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.436573"
"90","Grand Bend","1687","78834","2222","42 North Green Cowley Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.444230"
"97","Grand Bend","1692","78834","2222","32 Nobel Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.698842"
"90","Grand Bend","1697","78834","2222","86 North Rocky Nobel Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.720595"
"97","Grand Bend","1699","78834","2222","538 Clarendon Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.742279"
"97","Grand Bend","1704","78834","2222","97 North Second Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.763268"
"97","Grand Bend","1707","78834","2222","414 Oak Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.788023"
"90","Grand Bend","1658","78834","2222","377 Green Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.289082"
"97","Grand Bend","1660","78834","2222","224 First Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.297016"
"90","Grand Bend","1663","78834","2222","879 Second Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.315544"
"90","Grand Bend","1671","78834","2222","533 First Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.354858"
"97","Grand Bend","1674","78834","2222","933 Old St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.375568"
"97","Grand Bend","1677","78834","2222","63 New Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.390931"
"97","Grand Bend","1679","78834","2222","516 Nobel Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.399819"
"97","Grand Bend","1682","78834","2222","81 Second Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.419641"
"90","Grand Bend","1689","78834","2222","805 North Rocky Milton St.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.459005"
"97","Grand Bend","1693","78834","2222","15 Nobel Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.698982"
"90","Grand Bend","1696","78834","2222","152 Rocky Old Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.720300"
"97","Grand Bend","1701","78834","2222","619 South Rocky Old Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.743831"
"97","Grand Bend","1705","78834","2222","414 Oak Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.765597"
"90","Grand Bend","1708","78834","2222","374 Nobel Blvd.",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.788110"
"97","Grand Bend","1712","78834","2222","964 Fabien Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.809962"
"97","Grand Bend","1717","78834","2222","945 First Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.834990"
"97","Grand Bend","1719","78834","2222","437 Hague Street",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.851808"
"90","Grand Bend","1728","78834","2222","898 Rocky Clarendon Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.891723"
"97","Grand Bend","1732","78834","2222","77 Second Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.912293"
"97","Grand Bend","1736","78834","2222","928 West Rocky Cowley Road",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.932492"
"97","Grand Bend","1740","78834","2222","858 New Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.953508"
"97","Grand Bend","1744","78834","2222","623 North White New Way",,,"WILLISTON",,,,,,,"2020-11-13 14:15:59.973040"
"97","Grand Bend","1749","78834","2222","65 Rocky New St.",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.000573"
"90","Grand Bend","1754","78834","2222","154 Rocky Cowley Street",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.036266"
"90","Grand Bend","1758","78834","2222","35 First Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.054836"
"90","Grand Bend","1762","78834","2222","13 East Cowley Way",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.075824"
"97","Grand Bend","1775","78834","2222","65 South Hague Way",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.151229"
"97","Grand Bend","1784","78834","2222","51 East Green Clarendon Freeway",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.204693"
"90","Grand Bend","1789","78834","2222","29 South White Old Drive",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.229965"
"97","Grand Bend","1793","78834","2222","13 First Road",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.251828"
"97","Grand Bend","1794","78834","2222","30 First Street",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.261217"
"90","Grand Bend","1798","78834","2222","83 First St.",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.282010"
"97","Grand Bend","1801","78834","2222","715 First Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.292033"
"97","Grand Bend","1804","78834","2222","70 Rocky Fabien St.",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.309651"
"97","Grand Bend","1811","78834","2222","58 Rocky Hague Parkway",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.347482"
"90","Grand Bend","1814","78834","2222","272 Rocky Oak Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.365917"
"97","Grand Bend","1823","78834","2222","58 Old Road",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.409623"
"97","Grand Bend","1827","78834","2222","47 Green Fabien Avenue",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.429705"
"97","Grand Bend","1829","78834","2222","93 Second Boulevard",,,"WILLISTON",,,,,,,"2020-11-13 14:16:00.441572"
