assigningorganizationidentificationcode,educationorganizationid,studentidentificationsystemdescriptorid,studentusi,identificationcode,createdate
"Local","255901","2249","649","470","2020-11-13 14:17:33.124547"
"SSN","255901","2253","649","1228288406","2020-11-13 14:17:33.125080"
"Local","255901","2249","653","473","2020-11-13 14:17:33.147159"
"SSN","255901","2253","653","8631960879","2020-11-13 14:17:33.147591"
"Local","255901","2249","657","477","2020-11-13 14:17:33.174323"
"Local","255901","2249","621","441","2020-11-13 14:17:32.934021"
"SSN","255901","2253","621","4333642242","2020-11-13 14:17:32.934483"
"Local","255901","2249","625","444","2020-11-13 14:17:32.949203"
"SSN","255901","2253","625","5624466887","2020-11-13 14:17:32.949691"
"Local","255901","2249","626","446","2020-11-13 14:17:32.961550"
"SSN","255901","2253","626","7051679470","2020-11-13 14:17:32.961976"
"Local","255901","2249","628","449","2020-11-13 14:17:32.983736"
"SSN","255901","2253","628","4267654639","2020-11-13 14:17:32.984271"
"Local","255901","2249","632","452","2020-11-13 14:17:33.001623"
"SSN","255901","2253","632","3118226714","2020-11-13 14:17:33.002059"
"Local","255901","2249","634","454","2020-11-13 14:17:33.014769"
"SSN","255901","2253","634","9436593908","2020-11-13 14:17:33.015263"
"Local","255901","2249","636","457","2020-11-13 14:17:33.039302"
"SSN","255901","2253","636","2424858008","2020-11-13 14:17:33.039952"
"Local","255901","2249","639","459","2020-11-13 14:17:33.050691"
"SSN","255901","2253","639","4645554297","2020-11-13 14:17:33.051099"
"Local","255901","2249","642","461","2020-11-13 14:17:33.069193"
"SSN","255901","2253","642","8805145208","2020-11-13 14:17:33.069608"
"Local","255901","2249","643","463","2020-11-13 14:17:33.075478"
"SSN","255901","2253","643","2014058764","2020-11-13 14:17:33.075923"
"Local","255901","2249","645","466","2020-11-13 14:17:33.101590"
"SSN","255901","2253","645","5452708227","2020-11-13 14:17:33.102139"
"Local","255901","2249","648","469","2020-11-13 14:17:33.123301"
"SSN","255901","2253","648","6958466412","2020-11-13 14:17:33.123972"
"Local","255901","2249","650","472","2020-11-13 14:17:33.135154"
"SSN","255901","2253","650","5143710248","2020-11-13 14:17:33.135567"
"Local","255901","2249","655","474","2020-11-13 14:17:33.147694"
"SSN","255901","2253","655","4908029939","2020-11-13 14:17:33.148164"
"Local","255901","2249","656","476","2020-11-13 14:17:33.165607"
"SSN","255901","2253","656","3099135758","2020-11-13 14:17:33.166042"
"Local","255901","2249","658","478","2020-11-13 14:17:33.172260"
"SSN","255901","2253","658","6185865966","2020-11-13 14:17:33.172679"
"Local","255901","2249","660","480","2020-11-13 14:17:33.189853"
"SSN","255901","2253","660","2045589621","2020-11-13 14:17:33.190337"
"Local","255901","2249","662","481","2020-11-13 14:17:33.196738"
"SSN","255901","2253","662","1740487716","2020-11-13 14:17:33.197144"
"Local","255901","2249","667","487","2020-11-13 14:17:33.224064"
"SSN","255901","2253","667","6401446592","2020-11-13 14:17:33.224537"
"Local","255901","2249","668","488","2020-11-13 14:17:33.242553"
"SSN","255901","2253","668","5311903324","2020-11-13 14:17:33.243028"
"Local","255901","2249","672","492","2020-11-13 14:17:33.267999"
"SSN","255901","2253","672","1115202459","2020-11-13 14:17:33.268428"
"Local","255901","2249","678","499","2020-11-13 14:17:33.299561"
"SSN","255901","2253","678","5372843341","2020-11-13 14:17:33.299983"
"Local","255901","2249","680","501","2020-11-13 14:17:33.323701"
"SSN","255901","2253","680","5410794993","2020-11-13 14:17:33.324118"
"Local","255901","2249","684","504","2020-11-13 14:17:33.343843"
"SSN","255901","2253","684","4754855359","2020-11-13 14:17:33.344277"
"Local","255901","2249","690","510","2020-11-13 14:17:33.371610"
"SSN","255901","2253","690","7805814528","2020-11-13 14:17:33.372148"
"Local","255901","2249","692","512","2020-11-13 14:17:33.393694"
"SSN","255901","2253","692","9445627380","2020-11-13 14:17:33.394118"
"Local","255901","2249","696","517","2020-11-13 14:17:33.418187"
"SSN","255901","2253","696","4094951021","2020-11-13 14:17:33.418637"
"Local","255901","2249","700","520","2020-11-13 14:17:33.442821"
"SSN","255901","2253","700","8502025647","2020-11-13 14:17:33.443271"
"Local","255901","2249","704","524","2020-11-13 14:17:33.470071"
"SSN","255901","2253","704","3860079528","2020-11-13 14:17:33.470487"
"Local","255901","2249","708","528","2020-11-13 14:17:33.495798"
"SSN","255901","2253","708","9107936751","2020-11-13 14:17:33.496338"
"Local","255901","2249","712","532","2020-11-13 14:17:33.521106"
"SSN","255901","2253","712","3389545804","2020-11-13 14:17:33.521846"
"Local","255901","2249","718","538","2020-11-13 14:17:33.548443"
"SSN","255901","2253","718","3531034434","2020-11-13 14:17:33.548898"
"Local","255901","2249","721","541","2020-11-13 14:17:33.572786"
"SSN","255901","2253","721","2408858255","2020-11-13 14:17:33.573369"
"Local","255901","2249","724","544","2020-11-13 14:17:33.598244"
"SSN","255901","2253","724","2940326491","2020-11-13 14:17:33.598736"
"Local","255901","2249","727","547","2020-11-13 14:17:33.606115"
"SSN","255901","2253","727","2877889769","2020-11-13 14:17:33.606753"
"Local","255901","2249","728","548","2020-11-13 14:17:33.624757"
"SSN","255901","2253","728","1289472802","2020-11-13 14:17:33.625238"
"Local","255901","2249","733","554","2020-11-13 14:17:33.650084"
"SSN","255901","2253","733","8150230222","2020-11-13 14:17:33.650507"
"Local","255901","2249","734","555","2020-11-13 14:17:33.660519"
"SSN","255901","2253","734","7704779531","2020-11-13 14:17:33.660995"
"Local","255901","2249","736","556","2020-11-13 14:17:33.674159"
"SSN","255901","2253","736","5438956248","2020-11-13 14:17:33.674622"
"Local","255901","2249","738","559","2020-11-13 14:17:33.688994"
"SSN","255901","2253","738","6640781257","2020-11-13 14:17:33.689556"
"Local","255901","2249","741","561","2020-11-13 14:17:33.700879"
"SSN","255901","2253","741","2672052783","2020-11-13 14:17:33.701362"
"Local","255901","2249","744","564","2020-11-13 14:17:33.725522"
"SSN","255901","2253","744","7291469113","2020-11-13 14:17:33.726604"
"Local","255901","2249","747","567","2020-11-13 14:17:33.747291"
"SSN","255901","2253","747","7252315334","2020-11-13 14:17:33.747754"
"Local","255901","2249","750","570","2020-11-13 14:17:33.760294"
"SSN","255901","2253","750","6867811737","2020-11-13 14:17:33.760720"
"Local","255901","2249","751","571","2020-11-13 14:17:33.774097"
"SSN","255901","2253","751","9545367126","2020-11-13 14:17:33.774832"
"Local","255901","2249","755","574","2020-11-13 14:17:33.786151"
"SSN","255901","2253","755","6021979644","2020-11-13 14:17:33.786645"
"Local","255901","2249","757","577","2020-11-13 14:17:33.805866"
"SSN","255901","2253","757","2761219544","2020-11-13 14:17:33.806549"
"Local","255901","2249","758","578","2020-11-13 14:17:33.813477"
"SSN","255901","2253","758","1217125338","2020-11-13 14:17:33.813886"
"Local","255901","2249","762","582","2020-11-13 14:17:33.841654"
"SSN","255901","2253","762","3286109795","2020-11-13 14:17:33.842155"
"Local","255901","2249","763","583","2020-11-13 14:17:33.849389"
"SSN","255901","2253","763","9008658586","2020-11-13 14:17:33.849823"
"Local","255901","2249","767","587","2020-11-13 14:17:33.875326"
"SSN","255901","2253","767","4552962200","2020-11-13 14:17:33.875811"
"Local","255901","2249","770","590","2020-11-13 14:17:33.894708"
"SSN","255901","2253","770","6855705913","2020-11-13 14:17:33.895170"
"Local","255901","2249","771","591","2020-11-13 14:17:33.911647"
"SSN","255901","2253","771","8458751090","2020-11-13 14:17:33.912342"
"Local","255901","2249","774","594","2020-11-13 14:17:33.922819"
"SSN","255901","2253","774","5757183386","2020-11-13 14:17:33.925018"
"Local","255901","2249","775","595","2020-11-13 14:17:33.934262"
"SSN","255901","2253","775","8364353497","2020-11-13 14:17:33.934834"
"Local","255901","2249","777","597","2020-11-13 14:17:33.946639"
"SSN","255901","2253","777","7898963841","2020-11-13 14:17:33.947200"
"Local","255901","2249","780","599","2020-11-13 14:17:33.959344"
"SSN","255901","2253","780","9326044317","2020-11-13 14:17:33.959788"
"Local","255901","2249","783","603","2020-11-13 14:17:33.986034"
"SSN","255901","2253","783","3285786668","2020-11-13 14:17:33.986601"
"Local","255901","2249","785","605","2020-11-13 14:17:34.001169"
"SSN","255901","2253","785","3504612751","2020-11-13 14:17:34.001570"
"Local","255901","2249","786","606","2020-11-13 14:17:34.009205"
"SSN","255901","2253","786","8592208486","2020-11-13 14:17:34.009695"
"Local","255901","2249","791","610","2020-11-13 14:17:34.035785"
"SSN","255901","2253","791","6815334227","2020-11-13 14:17:34.036236"
"Local","255901","2249","794","614","2020-11-13 14:17:34.061467"
"SSN","255901","2253","794","3136733946","2020-11-13 14:17:34.062254"
"Local","255901","2249","797","617","2020-11-13 14:17:34.084627"
"SSN","255901","2253","797","4947689817","2020-11-13 14:17:34.085123"
"Local","255901","2249","800","620","2020-11-13 14:17:34.093192"
"Local","255901","2249","622","442","2020-11-13 14:17:32.937808"
"SSN","255901","2253","622","6101615457","2020-11-13 14:17:32.938226"
"Local","255901","2249","627","447","2020-11-13 14:17:32.963159"
"SSN","255901","2253","627","9868557283","2020-11-13 14:17:32.963804"
"Local","255901","2249","631","451","2020-11-13 14:17:32.988521"
"SSN","255901","2253","631","2762403107","2020-11-13 14:17:32.988997"
"Local","255901","2249","638","456","2020-11-13 14:17:33.027393"
"SSN","255901","2253","638","9059179524","2020-11-13 14:17:33.028616"
"Local","255901","2249","640","460","2020-11-13 14:17:33.054015"
"SSN","255901","2253","640","3403431125","2020-11-13 14:17:33.055190"
"Local","255901","2249","652","464","2020-11-13 14:17:33.080265"
"SSN","255901","2253","652","3179121571","2020-11-13 14:17:33.081007"
"Local","255901","2249","644","465","2020-11-13 14:17:33.093612"
"SSN","255901","2253","644","1144863782","2020-11-13 14:17:33.094043"
"Local","255901","2249","646","468","2020-11-13 14:17:33.107903"
"SSN","255901","2253","646","6540520430","2020-11-13 14:17:33.108404"
"Local","255901","2249","651","471","2020-11-13 14:17:33.127091"
"SSN","255901","2253","651","2226175061","2020-11-13 14:17:33.127560"
"Local","255901","2249","654","475","2020-11-13 14:17:33.150097"
"SSN","255901","2253","654","6656454979","2020-11-13 14:17:33.150501"
"Local","255901","2249","659","479","2020-11-13 14:17:33.175622"
"SSN","255901","2253","659","9390267472","2020-11-13 14:17:33.176071"
"Local","255901","2249","663","483","2020-11-13 14:17:33.197898"
"SSN","255901","2253","663","2814534587","2020-11-13 14:17:33.198378"
"Local","255901","2249","665","485","2020-11-13 14:17:33.223245"
"SSN","255901","2253","665","1610744245","2020-11-13 14:17:33.223681"
"Local","255901","2249","669","489","2020-11-13 14:17:33.247629"
"SSN","255901","2253","669","9396008928","2020-11-13 14:17:33.248379"
"Local","255901","2249","674","493","2020-11-13 14:17:33.274359"
"SSN","255901","2253","674","7033156390","2020-11-13 14:17:33.274759"
"Local","255901","2249","679","498","2020-11-13 14:17:33.298580"
"SSN","255901","2253","679","4845943875","2020-11-13 14:17:33.299033"
"Local","255901","2249","683","502","2020-11-13 14:17:33.322887"
"SSN","255901","2253","683","9865356210","2020-11-13 14:17:33.323356"
"Local","255901","2249","687","506","2020-11-13 14:17:33.347132"
"SSN","255901","2253","687","4791233078","2020-11-13 14:17:33.347632"
"Local","255901","2249","689","508","2020-11-13 14:17:33.371579"
"SSN","255901","2253","689","2375511898","2020-11-13 14:17:33.372040"
"Local","255901","2249","693","513","2020-11-13 14:17:33.395833"
"SSN","255901","2253","693","2355616623","2020-11-13 14:17:33.396258"
"Local","255901","2249","698","518","2020-11-13 14:17:33.422490"
"SSN","255901","2253","698","3854067412","2020-11-13 14:17:33.422989"
"Local","255901","2249","702","521","2020-11-13 14:17:33.447241"
"SSN","255901","2253","702","9372308686","2020-11-13 14:17:33.448040"
"Local","255901","2249","707","527","2020-11-13 14:17:33.473084"
"SSN","255901","2253","707","7136771378","2020-11-13 14:17:33.473525"
"Local","255901","2249","710","530","2020-11-13 14:17:33.498329"
"SSN","255901","2253","710","8887872762","2020-11-13 14:17:33.498800"
"Local","255901","2249","714","534","2020-11-13 14:17:33.522489"
"SSN","255901","2253","714","1410367203","2020-11-13 14:17:33.522978"
"Local","255901","2249","717","537","2020-11-13 14:17:33.548397"
"SSN","255901","2253","717","4306580224","2020-11-13 14:17:33.548848"
"Local","255901","2249","720","540","2020-11-13 14:17:33.572875"
"SSN","255901","2253","720","9111657229","2020-11-13 14:17:33.573362"
"Local","255901","2249","726","546","2020-11-13 14:17:33.601079"
"SSN","255901","2253","726","4842376428","2020-11-13 14:17:33.602156"
"Local","255901","2249","730","550","2020-11-13 14:17:33.623598"
"SSN","255901","2253","730","6872326225","2020-11-13 14:17:33.624038"
"Local","255901","2249","731","551","2020-11-13 14:17:33.632914"
"SSN","255901","2253","731","7590338289","2020-11-13 14:17:33.633367"
"Local","255901","2249","740","558","2020-11-13 14:17:33.676137"
"SSN","255901","2253","740","2679815683","2020-11-13 14:17:33.676679"
"Local","255901","2249","742","562","2020-11-13 14:17:33.703783"
"SSN","255901","2253","742","9364773361","2020-11-13 14:17:33.704313"
"Local","255901","2249","743","563","2020-11-13 14:17:33.720857"
"SSN","255901","2253","743","8038744560","2020-11-13 14:17:33.721671"
"Local","255901","2249","746","566","2020-11-13 14:17:33.729964"
"SSN","255901","2253","746","1987782752","2020-11-13 14:17:33.730422"
"Local","255901","2249","748","568","2020-11-13 14:17:33.750115"
"SSN","255901","2253","748","4245197507","2020-11-13 14:17:33.750569"
"Local","255901","2249","752","572","2020-11-13 14:17:33.773590"
"SSN","255901","2253","752","6174612258","2020-11-13 14:17:33.774054"
"Local","255901","2249","753","575","2020-11-13 14:17:33.800488"
"SSN","255901","2253","753","2686676774","2020-11-13 14:17:33.801069"
"Local","255901","2249","760","579","2020-11-13 14:17:33.823879"
"SSN","255901","2253","760","4682063771","2020-11-13 14:17:33.824365"
"Local","255901","2249","761","581","2020-11-13 14:17:33.832159"
"SSN","255901","2253","761","1704666470","2020-11-13 14:17:33.832750"
"Local","255901","2249","764","584","2020-11-13 14:17:33.853967"
"SSN","255901","2253","764","9789310804","2020-11-13 14:17:33.854380"
"Local","255901","2249","766","586","2020-11-13 14:17:33.866321"
"SSN","255901","2253","766","9860048844","2020-11-13 14:17:33.866811"
"Local","255901","2249","768","588","2020-11-13 14:17:33.882068"
"SSN","255901","2253","768","8796574444","2020-11-13 14:17:33.882582"
"Local","255901","2249","773","593","2020-11-13 14:17:33.911302"
"SSN","255901","2253","773","3094385890","2020-11-13 14:17:33.911696"
"Local","255901","2249","776","596","2020-11-13 14:17:33.936026"
"SSN","255901","2253","776","5985476214","2020-11-13 14:17:33.936506"
"Local","255901","2249","778","598","2020-11-13 14:17:33.950653"
"SSN","255901","2253","778","1513184678","2020-11-13 14:17:33.951112"
"Local","255901","2249","784","604","2020-11-13 14:17:33.986370"
"SSN","255901","2253","784","4855147230","2020-11-13 14:17:33.986825"
"Local","255901","2249","787","607","2020-11-13 14:17:34.015460"
"SSN","255901","2253","787","7636686458","2020-11-13 14:17:34.015914"
"Local","255901","2249","792","612","2020-11-13 14:17:34.042368"
"SSN","255901","2253","792","5262476171","2020-11-13 14:17:34.042810"
"Local","255901","2249","793","613","2020-11-13 14:17:34.056914"
"SSN","255901","2253","793","8072854976","2020-11-13 14:17:34.057473"
"Local","255901","2249","795","616","2020-11-13 14:17:34.068065"
"SSN","255901","2253","795","2277737212","2020-11-13 14:17:34.068484"
"Local","255901","2249","799","618","2020-11-13 14:17:34.084571"
"SSN","255901","2253","799","5779350930","2020-11-13 14:17:34.085427"
"Local","255901","2249","811","631","2020-11-13 14:17:34.165156"
"SSN","255901","2253","811","1375174317","2020-11-13 14:17:34.165745"
"Local","255901","2249","816","636","2020-11-13 14:17:34.208245"
"SSN","255901","2253","816","1451323121","2020-11-13 14:17:34.208869"
"Local","255901","2249","819","639","2020-11-13 14:17:34.218324"
"SSN","255901","2253","819","4239006304","2020-11-13 14:17:34.219686"
"Local","255901","2249","822","641","2020-11-13 14:17:34.239330"
"SSN","255901","2253","822","4869108029","2020-11-13 14:17:34.239823"
"Local","255901","2249","824","644","2020-11-13 14:17:34.262753"
"SSN","255901","2253","824","9347136387","2020-11-13 14:17:34.263181"
"Local","255901","2249","830","649","2020-11-13 14:17:34.297016"
"SSN","255901","2253","830","4522625869","2020-11-13 14:17:34.297423"
"Local","255901","2249","845","665","2020-11-13 14:17:34.391463"
"SSN","255901","2253","845","4835571630","2020-11-13 14:17:34.391941"
"Local","255901","2249","851","669","2020-11-13 14:17:34.416672"
"SSN","255901","2253","851","7711512127","2020-11-13 14:17:34.417165"
"Local","255901","2249","857","678","2020-11-13 14:17:34.479683"
"SSN","255901","2253","857","7553145916","2020-11-13 14:17:34.480202"
"Local","255901","2249","864","684","2020-11-13 14:17:34.520453"
"SSN","255901","2253","864","3380497762","2020-11-13 14:17:34.520918"
"Local","255901","2249","866","686","2020-11-13 14:17:34.528626"
"SSN","255901","2253","866","1701363122","2020-11-13 14:17:34.529044"
"Local","255901","2249","869","689","2020-11-13 14:17:34.551633"
"SSN","255901","2253","869","3627407162","2020-11-13 14:17:34.552241"
"Local","255901","2249","873","694","2020-11-13 14:17:34.579737"
"SSN","255901","2253","657","6904115275","2020-11-13 14:17:33.174753"
"Local","255901","2249","661","482","2020-11-13 14:17:33.197731"
"SSN","255901","2253","661","4280565162","2020-11-13 14:17:33.198109"
"Local","255901","2249","666","486","2020-11-13 14:17:33.223997"
"SSN","255901","2253","666","5102505951","2020-11-13 14:17:33.224435"
"Local","255901","2249","670","490","2020-11-13 14:17:33.248015"
"SSN","255901","2253","670","2681216946","2020-11-13 14:17:33.248471"
"Local","255901","2249","673","494","2020-11-13 14:17:33.273501"
"SSN","255901","2253","673","3742885168","2020-11-13 14:17:33.273977"
"Local","255901","2249","677","497","2020-11-13 14:17:33.297386"
"SSN","255901","2253","677","6857228532","2020-11-13 14:17:33.298024"
"Local","255901","2249","681","500","2020-11-13 14:17:33.317346"
"SSN","255901","2253","681","4736592885","2020-11-13 14:17:33.317797"
"Local","255901","2249","682","503","2020-11-13 14:17:33.326085"
"SSN","255901","2253","682","7688830983","2020-11-13 14:17:33.326547"
"Local","255901","2249","685","505","2020-11-13 14:17:33.346500"
"SSN","255901","2253","685","8042636813","2020-11-13 14:17:33.347002"
"Local","255901","2249","688","509","2020-11-13 14:17:33.371003"
"SSN","255901","2253","688","6931959758","2020-11-13 14:17:33.371449"
"Local","255901","2249","694","514","2020-11-13 14:17:33.397140"
"SSN","255901","2253","694","9639349378","2020-11-13 14:17:33.397878"
"Local","255901","2249","697","516","2020-11-13 14:17:33.417366"
"SSN","255901","2253","697","4619673929","2020-11-13 14:17:33.417860"
"Local","255901","2249","703","522","2020-11-13 14:17:33.447539"
"SSN","255901","2253","703","5899469737","2020-11-13 14:17:33.448322"
"Local","255901","2249","705","525","2020-11-13 14:17:33.470076"
"SSN","255901","2253","705","4231272090","2020-11-13 14:17:33.470517"
"Local","255901","2249","709","529","2020-11-13 14:17:33.496825"
"SSN","255901","2253","709","6438474634","2020-11-13 14:17:33.497314"
"Local","255901","2249","713","533","2020-11-13 14:17:33.522094"
"SSN","255901","2253","713","4164968350","2020-11-13 14:17:33.522641"
"Local","255901","2249","719","539","2020-11-13 14:17:33.548222"
"SSN","255901","2253","719","8165492414","2020-11-13 14:17:33.548696"
"Local","255901","2249","722","542","2020-11-13 14:17:33.573354"
"SSN","255901","2253","722","8576277591","2020-11-13 14:17:33.573845"
"Local","255901","2249","725","545","2020-11-13 14:17:33.599849"
"SSN","255901","2253","725","9695340367","2020-11-13 14:17:33.600363"
"Local","255901","2249","729","549","2020-11-13 14:17:33.626001"
"SSN","255901","2253","729","3028043762","2020-11-13 14:17:33.626490"
"Local","255901","2249","732","552","2020-11-13 14:17:33.649134"
"SSN","255901","2253","732","9016362950","2020-11-13 14:17:33.649582"
"Local","255901","2249","737","557","2020-11-13 14:17:33.675123"
"SSN","255901","2253","737","2194128927","2020-11-13 14:17:33.675577"
"Local","255901","2249","739","560","2020-11-13 14:17:33.699769"
"SSN","255901","2253","739","4782442929","2020-11-13 14:17:33.700228"
"Local","255901","2249","745","565","2020-11-13 14:17:33.725445"
"SSN","255901","2253","745","3642107949","2020-11-13 14:17:33.725900"
"Local","255901","2249","754","573","2020-11-13 14:17:33.776101"
"SSN","255901","2253","754","5672151561","2020-11-13 14:17:33.776571"
"Local","255901","2249","756","576","2020-11-13 14:17:33.799839"
"SSN","255901","2253","756","2550586559","2020-11-13 14:17:33.800432"
"Local","255901","2249","759","580","2020-11-13 14:17:33.829204"
"SSN","255901","2253","759","8005538116","2020-11-13 14:17:33.829619"
"Local","255901","2249","765","585","2020-11-13 14:17:33.862129"
"SSN","255901","2253","765","3241787898","2020-11-13 14:17:33.862608"
"Local","255901","2249","769","589","2020-11-13 14:17:33.889516"
"SSN","255901","2253","769","8473686988","2020-11-13 14:17:33.890056"
"Local","255901","2249","779","600","2020-11-13 14:17:33.961273"
"SSN","255901","2253","779","9100484661","2020-11-13 14:17:33.961906"
"Local","255901","2249","781","601","2020-11-13 14:17:33.970737"
"SSN","255901","2253","781","9691814734","2020-11-13 14:17:33.971228"
"Local","255901","2249","782","602","2020-11-13 14:17:33.979810"
"SSN","255901","2253","782","4620999121","2020-11-13 14:17:33.980303"
"Local","255901","2249","788","608","2020-11-13 14:17:34.013722"
"SSN","255901","2253","788","7839205288","2020-11-13 14:17:34.014189"
"Local","255901","2249","789","609","2020-11-13 14:17:34.028315"
"SSN","255901","2253","789","3567635633","2020-11-13 14:17:34.028733"
"Local","255901","2249","790","611","2020-11-13 14:17:34.037622"
"SSN","255901","2253","790","1307737252","2020-11-13 14:17:34.038113"
"Local","255901","2249","796","615","2020-11-13 14:17:34.063755"
"SSN","255901","2253","796","5943677363","2020-11-13 14:17:34.064185"
"Local","255901","2249","803","623","2020-11-13 14:17:34.112881"
"SSN","255901","2253","803","9967975988","2020-11-13 14:17:34.113390"
"Local","255901","2249","807","627","2020-11-13 14:17:34.136481"
"SSN","255901","2253","807","5372634171","2020-11-13 14:17:34.136931"
"Local","255901","2249","810","630","2020-11-13 14:17:34.160436"
"SSN","255901","2253","810","8279374591","2020-11-13 14:17:34.160898"
"Local","255901","2249","814","634","2020-11-13 14:17:34.189929"
"SSN","255901","2253","814","3696164700","2020-11-13 14:17:34.190504"
"Local","255901","2249","818","638","2020-11-13 14:17:34.213178"
"SSN","255901","2253","818","7899828945","2020-11-13 14:17:34.213618"
"Local","255901","2249","826","647","2020-11-13 14:17:34.270360"
"SSN","255901","2253","826","3242046000","2020-11-13 14:17:34.271649"
"Local","255901","2249","828","648","2020-11-13 14:17:34.290567"
"SSN","255901","2253","828","7735407621","2020-11-13 14:17:34.291034"
"Local","255901","2249","834","653","2020-11-13 14:17:34.315632"
"SSN","255901","2253","834","5482602445","2020-11-13 14:17:34.316073"
"Local","255901","2249","835","655","2020-11-13 14:17:34.321939"
"SSN","255901","2253","835","1587640310","2020-11-13 14:17:34.322329"
"Local","255901","2249","836","656","2020-11-13 14:17:34.341726"
"SSN","255901","2253","836","6725420292","2020-11-13 14:17:34.342229"
"Local","255901","2249","841","661","2020-11-13 14:17:34.365786"
"SSN","255901","2253","841","7783502310","2020-11-13 14:17:34.366407"
"Local","255901","2249","843","663","2020-11-13 14:17:34.373817"
"SSN","255901","2253","843","4475943170","2020-11-13 14:17:34.374352"
"Local","255901","2249","844","664","2020-11-13 14:17:34.390980"
"SSN","255901","2253","844","4423249806","2020-11-13 14:17:34.391545"
"Local","255901","2249","846","667","2020-11-13 14:17:34.400464"
"SSN","255901","2253","846","9081873019","2020-11-13 14:17:34.400839"
"Local","255901","2249","848","668","2020-11-13 14:17:34.414645"
"SSN","255901","2253","848","1783107588","2020-11-13 14:17:34.415166"
"Local","255901","2249","849","671","2020-11-13 14:17:34.427462"
"SSN","255901","2253","849","6069636677","2020-11-13 14:17:34.427929"
"Local","255901","2249","853","673","2020-11-13 14:17:34.444765"
"SSN","255901","2253","853","8507852154","2020-11-13 14:17:34.446145"
"Local","255901","2249","854","674","2020-11-13 14:17:34.454982"
"SSN","255901","2253","854","9957238825","2020-11-13 14:17:34.455480"
"Local","255901","2249","856","676","2020-11-13 14:17:34.464298"
"SSN","255901","2253","856","6983363003","2020-11-13 14:17:34.464745"
"Local","255901","2249","858","677","2020-11-13 14:17:34.471810"
"SSN","255901","2253","858","5295392410","2020-11-13 14:17:34.472306"
"Local","255901","2249","862","682","2020-11-13 14:17:34.504199"
"SSN","255901","2253","862","2401627099","2020-11-13 14:17:34.504657"
"Local","255901","2249","865","685","2020-11-13 14:17:34.527075"
"SSN","255901","2253","865","7913970704","2020-11-13 14:17:34.527534"
"Local","255901","2249","867","687","2020-11-13 14:17:34.537720"
"SSN","255901","2253","867","5486101544","2020-11-13 14:17:34.538255"
"Local","255901","2249","870","690","2020-11-13 14:17:34.551095"
"SSN","255901","2253","870","3653849777","2020-11-13 14:17:34.551623"
"Local","255901","2249","874","693","2020-11-13 14:17:34.575175"
"SSN","255901","2253","874","2088917911","2020-11-13 14:17:34.575613"
"Local","255901","2249","875","695","2020-11-13 14:17:34.593425"
"SSN","255901","2253","875","5106857700","2020-11-13 14:17:34.593832"
"Local","255901","2249","877","697","2020-11-13 14:17:34.600439"
"SSN","255901","2253","877","2150509160","2020-11-13 14:17:34.600977"
"Local","255901","2249","880","700","2020-11-13 14:17:34.622062"
"SSN","255901","2253","880","9331392592","2020-11-13 14:17:34.622502"
"SSN","255901","2253","676","8450317300","2020-11-13 14:17:33.292441"
"Local","255901","2249","686","507","2020-11-13 14:17:33.349203"
"SSN","255901","2253","686","9465142375","2020-11-13 14:17:33.349668"
"Local","255901","2249","691","511","2020-11-13 14:17:33.376251"
"SSN","255901","2253","691","3759811275","2020-11-13 14:17:33.376754"
"Local","255901","2249","695","515","2020-11-13 14:17:33.398888"
"SSN","255901","2253","695","5560225682","2020-11-13 14:17:33.399400"
"Local","255901","2249","699","519","2020-11-13 14:17:33.421096"
"SSN","255901","2253","699","7046629278","2020-11-13 14:17:33.421571"
"Local","255901","2249","701","523","2020-11-13 14:17:33.449012"
"SSN","255901","2253","701","5845190885","2020-11-13 14:17:33.449527"
"Local","255901","2249","706","526","2020-11-13 14:17:33.473088"
"SSN","255901","2253","706","2032037747","2020-11-13 14:17:33.473543"
"Local","255901","2249","711","531","2020-11-13 14:17:33.500800"
"SSN","255901","2253","711","2584892148","2020-11-13 14:17:33.501306"
"Local","255901","2249","715","535","2020-11-13 14:17:33.524128"
"SSN","255901","2253","715","5300154133","2020-11-13 14:17:33.524670"
"Local","255901","2249","716","536","2020-11-13 14:17:33.552222"
"SSN","255901","2253","716","8311731495","2020-11-13 14:17:33.552845"
"Local","255901","2249","723","543","2020-11-13 14:17:33.578106"
"SSN","255901","2253","723","7436314819","2020-11-13 14:17:33.579100"
"Local","255901","2249","735","553","2020-11-13 14:17:33.650560"
"SSN","255901","2253","735","4621555492","2020-11-13 14:17:33.650960"
"Local","255901","2249","749","569","2020-11-13 14:17:33.751467"
"SSN","255901","2253","749","7417235788","2020-11-13 14:17:33.751929"
"Local","255901","2249","772","592","2020-11-13 14:17:33.910596"
"SSN","255901","2253","772","6125873126","2020-11-13 14:17:33.911110"
"Local","255901","2249","798","619","2020-11-13 14:17:34.087817"
"SSN","255901","2253","798","3431919503","2020-11-13 14:17:34.088256"
"Local","255901","2249","802","621","2020-11-13 14:17:34.111698"
"SSN","255901","2253","802","9451909784","2020-11-13 14:17:34.112186"
"Local","255901","2249","806","626","2020-11-13 14:17:34.138278"
"SSN","255901","2253","806","4378627142","2020-11-13 14:17:34.138745"
"Local","255901","2249","815","635","2020-11-13 14:17:34.193539"
"SSN","255901","2253","815","2991753025","2020-11-13 14:17:34.194213"
"Local","255901","2249","821","642","2020-11-13 14:17:34.241887"
